knot name,braid rep,min cell count from kht++,greedy matching cell count,lex matching cell count,total cell count of delooped complex
12a_727,{-1;2;-1;2;-3;2;3;3;3;4;4;3;2;-4},658,824,2020,82120
12a_728,{-1;-1;-1;2;-1;2;-3;2;2;3;3;2;-1},420,422,882,45614
12a_729,{-1;2;2;1;1;2;-3;-4;3;-4;-3;2;-3;2},798,896,2992,57968
12a_730,{-1;2;2;2;1;4;1;-3;2;3;-4;-3;2;4;-3;2},1206,1312,7748,332432
12a_731,{-1;2;2;1;1;2;2;2;-3;-4;2;3;-4;-3},638,728,1808,90240
12a_732,{1;-2;-2;-2;-3;-4;2;3;-4;-3;-2;1;1;-2},586,628,2600,69680
12a_733,{-1;2;-1;2;2;2;-3;2;3;4;4;3;2;-4},396,560,1852,94504
12a_734,{-1;2;2;-3;-1;-1;2;2;3;3;2;-1;2},642,668,1208,33216
12a_735,{1;-2;1;2;3;-2;3;-4;3;-4;5;4;-3;4;3;-5;2},2978,3252,23156,500784
12a_736,{-1;2;2;1;1;2;-3;-4;2;-4;-4;3;-4;-3},686,716,2000,81864
12a_737,{-1;-1;2;-1;-1;-1;-2;3;3;-2;3;-2;-1},568,570,894,47006
12a_738,{1;-2;-3;4;4;-3;2;-3;-1;-3;-1;-3;4;-2},1282,1348,2412,74088
12a_739,{-1;2;-1;2;2;3;3;3;-2;3;3;3;2},430,432,618,61588
12a_740,{-1;2;3;-4;3;-4;3;-2;3;1;3;1;3;2},1454,1520,2384,81856
12a_741,{-1;2;3;-4;2;3;-4;3;2;-3;1;1;2;2;-3;2},1802,3092,10040,276232
12a_742,{-1;-1;2;-3;-1;-1;-1;2;2;3;3;2;-1},436,438,830,50574
12a_743,{-1;-2;-3;4;4;5;5;4;-3;4;-2;-5;-1;2;3},1642,2356,8112,96256
12a_744,{-1;-2;-3;-4;5;5;-4;5;-4;-3;4;-2;-1;2;3},1630,2496,8544,93608
12a_745,{-1;2;-1;2;-3;2;3;4;5;5;4;3;2;-4;-5},922,1332,7576,102384
12a_746,{-1;2;-1;2;-1;-3;-1;2;2;3;3;2;-1},648,650,1254,33238
12a_747,{1;4;-3;-3;-2;-2;-2;3;4;-2;1;4;-3;-2},1278,1328,2408,70992
12a_748,{-1;-4;3;-2;3;4;-3;-3;-3;2;-3;2;1;1;2;2},1246,2608,5716,457600
12a_749,{1;-2;-2;-2;-1;-4;-1;3;-2;3;-4;3;2;4;-3;-2},1882,1908,7748,332432
12a_750,{1;2;2;3;-2;-1;3;-4;3;-4;5;4;-3;4;-2;-5;3;2;2},6998,8552,57148,2971904
12a_751,{-1;4;-2;3;5;-2;-4;-3;5;-3;-1;5;4;-3;2},3358,3464,7408,111120
12a_752,{1;-2;3;3;2;2;-1;2;2;3;-4;-5;-2;3;-5;-4;5},5022,5824,14570,752860
12a_753,{1;1;-2;1;-2;-2;-3;2;2;-4;3;-2;-4;-5;4;-3;-5},2934,4068,12216,964036
12a_754,{-1;2;-3;4;-1;-2;4;-2;3;-2;3;3;3;4},1382,1464,2076,81512
12a_755,{-1;-1;2;-3;2;-1;2;-1;3;3;3;2;2},684,742,974,43822
12a_756,{1;4;-3;-3;-3;-3;-2;3;4;-2;1;4;-3;-2},1046,1072,1872,88848
12a_757,{-1;-1;-1;2;3;3;-2;3;3;3;2;-1;2},430,440,728,55680
12a_758,{1;-2;1;2;3;-4;3;-4;-4;-4;3;2;2;-3},1166,1312,2392,70896
12a_759,{1;-2;1;2;-3;-3;-3;-3;-3;-3;2;2;-3},274,276,404,80384
12a_760,{1;-2;1;2;-3;-3;-3;-4;3;-4;-3;2;2;-3},750,768,2216,77424
12a_761,{1;-2;1;2;-3;-4;3;-4;-4;-4;-3;2;2;-3},862,880,2392,70896
12a_762,{1;-2;-3;1;2;2;2;2;2;2;2;-3;2},202,280,292,109392
12a_763,{-1;2;2;2;-3;-4;2;3;-4;3;2;1;1;2},1070,1176,2600,69680
12a_764,{-1;2;-3;-4;2;3;-4;3;2;1;1;2;2;2},1010,1312,2616,68576
12a_765,{-1;-4;3;-4;3;-2;3;-2;-3;1;-4;1;-4;3;2;2},1902,2850,7852,344476
12a_766,{-1;2;-3;4;-1;-2;4;3;-2;-2;-2;3;3;4},1334,1388,2300,74840
12a_767,{1;1;2;-1;2;2;2;3;-2;-2;4;-3;2;-5;4;3;-5},2562,3540,9580,1152672
12a_768,{1;4;-3;-3;-2;3;-2;-2;4;-2;1;4;-3;-2},998,1040,2176,78096
12a_769,{-1;5;-3;-2;-4;3;-2;1;-2;-2;5;4;-3;4;4;-3;2},8334,8744,20656,608736
12a_770,{1;1;1;2;-1;2;3;-2;3;4;-3;2;-5;4;-3;-5;-4},3830,4984,16340,692284
12a_771,{1;-2;-3;4;-2;4;-3;-2;4;3;-1;-1;-2;-2;3;-2},1890,2800,8740,319680
12a_772,{-1;2;3;-1;3;-4;3;-2;3;-2;4;4;4;4},1296,1362,1606,105812
12a_773,{1;-2;1;2;3;-4;-5;3;4;-5;-4;3;2;2;-3},2030,2312,8208,94688
12a_774,{1;-2;1;2;-3;-4;-5;3;4;-5;-4;-3;2;2;-3},1190,1284,8208,94688
12a_775,{-1;-2;3;-4;5;3;5;4;-5;4;3;2;-1;2;3},3224,3226,8864,92418
12a_776,{-1;4;3;-2;3;3;3;-2;4;-2;-1;4;-3;2},1130,1564,2400,71376
12a_777,{-1;2;-3;4;-1;-2;4;3;-2;3;3;3;3;4},1130,1240,1832,89936
12a_778,{-1;2;-3;4;-1;-2;4;-2;-2;3;-2;3;3;4},1346,1400,2032,84464
12a_779,{-1;-2;3;4;-2;4;-5;-4;3;-2;-4;-1;5;4;2;3;-4},2902,3542,23776,601960
12a_780,{-1;-2;3;3;-2;1;1;2;3;4;4;3;3;-2;3;-4},1702,2944,8400,308696
12a_781,{1;-4;2;-3;5;2;-4;-3;5;-3;1;5;-4;3;-2},2734,3294,7408,111120
12a_782,{-1;4;4;-2;3;5;-4;-2;5;-3;-1;5;4;-3;2},3194,3302,7448,108000
12a_783,{1;-2;3;-4;5;1;-4;3;-2;3;-4;3;-5;-4;3;2;3},6970,9294,30896,425840
12a_784,{-1;-1;2;3;-1;3;2;2;-1;-1;-3;2;2},520,636,930,46220
12a_785,{1;2;-3;4;2;2;1;1;-2;-3;2;4;-3;4},1490,1850,3332,58184
12a_786,{1;-2;1;2;3;-4;-5;3;4;2;-5;2;-3;-4;-4},2542,3108,7072,110504
12a_787,{1;-2;1;2;-3;-4;3;-4;5;-4;3;-4;-3;-5;2;2;-3},4566,5052,21864,511936
12a_788,{1;2;-3;2;2;1;1;-2;-3;4;-3;2;-3;4},1778,2220,3500,53144
12a_789,{-1;-1;-1;2;2;3;-1;3;2;2;2;-3;-1},424,544,708,53312
12a_790,{-1;2;2;-3;1;1;2;2;2;-3;-4;3;-4;-3},674,836,2128,76064
12a_791,{1;-2;1;2;3;-4;-4;-4;-4;3;-4;2;2;-3},838,984,1760,100528
12a_792,{1;-2;1;2;3;-4;-5;4;-5;-4;3;-4;2;2;-3},1750,2136,7616,107104
12a_793,{-1;2;-3;4;-1;-3;4;2;-3;4;-3;4},1346,1348,1348,9618
12a_794,{-1;2;2;2;3;-1;3;2;2;2;2;2;-3},298,408,450,76060
12a_795,{1;-2;1;2;2;3;-4;3;3;3;-4;2;-3;2},908,1020,2228,78744
12a_796,{1;-2;3;-4;1;3;3;3;3;3;-4;2;-3;2},970,972,1476,111240
12a_797,{-1;-2;3;4;5;5;4;-5;4;-3;4;2;-1;2;3},1622,3072,8544,93608
12a_798,{-1;2;3;-1;3;-4;3;-2;3;3;4;4;3;2},1132,1138,2832,65384
12a_799,{1;-2;1;2;3;-4;-5;3;3;4;2;-5;2;-3;-4},2962,3316,7272,104792
12a_800,{1;-2;3;-4;1;3;3;3;-4;2;2;2;-3;2},1594,1596,1924,90504
12a_801,{-1;2;2;2;3;-1;3;3;-2;3;3;3;2},400,402,582,65532
12a_802,{1;-2;3;-4;-5;1;3;4;2;4;4;-5;4;-3;2},4090,5196,6532,119640
12a_803,{1;-2;3;-4;5;-6;1;3;5;-6;2;4;-5;4;-3;2},-2,13236,21940,156888
12a_804,{1;-4;3;-4;3;-2;3;-4;3;2;1;1;2;2},1246,1690,3080,60288
12a_805,{1;-2;1;-2;1;-2;1;-2;-2;-2;-2;-2},222,224,224,38236
12a_806,{1;-2;-3;1;-3;-2;3;-2;-2;1;-2;1;-2},656,852,1260,34074
12a_807,{1;-2;-3;1;-3;-2;-2;-2;1;3;-2;1;-2},692,876,1188,35786
12a_808,{-1;2;-3;4;-1;-3;4;-3;4;-3;-2;3;-2;4},2126,2128,3624,50736
12a_809,{-1;2;-1;2;3;3;3;3;3;2;-1;2;-3},598,632,736,53296
12a_810,{1;-2;1;2;2;3;-4;3;-2;3;-4;3;2;-4},1476,1630,3082,61860
12a_811,{1;2;2;3;1;3;1;1;-2;3;1;3;3},330,468,532,84032
12a_812,{-1;-4;3;2;2;2;-3;2;1;1;-4;2;3;-2;3;2},1360,1680,7540,343392
12a_813,{1;1;1;2;2;3;1;3;-2;3;1;3;3},346,388,548,77024
12a_814,{-1;4;4;2;-3;1;4;1;4;2;4;3;3;2},814,816,1716,101904
12a_815,{1;1;1;-2;-2;1;1;-2;-2;-2;-2;-2},138,140,140,55820
12a_816,{-1;3;3;3;-2;-2;3;3;-2;-2;-2;-1;2},422,460,584,63528
12a_817,{1;1;2;2;3;1;3;1;-2;3;1;3;3},386,476,588,75584
12a_818,{-1;2;2;2;3;-1;3;-4;3;-2;3;-2;-4;-3},1714,1812,2628,67640
12a_819,{-1;2;2;2;-1;2;-1;-1;-1;2;-1;2},330,332,332,26284
12a_820,{-1;3;-2;3;-2;3;3;3;-2;3;-2;-1;2},622,708,1056,39112
12a_821,{-1;3;-2;3;4;-2;-3;4;3;-2;3;-2;-1;2},1258,1464,4080,48064
12a_822,{-1;2;2;2;2;3;3;2;-1;2;2;2;-3},388,420,588,66024
12a_823,{1;-2;1;2;2;3;-4;3;3;3;-4;-2;3;2},1046,1048,2228,78744
12a_824,{1;1;1;-2;-2;-2;-2;1;1;-2;-2;-2},166,168,168,48188
12a_825,{1;-2;-2;-2;-3;1;-3;1;1;-2;3;-2;1},486,550,806,50046
12a_826,{-1;2;-1;-2;3;3;-2;-2;-2;-2;3;3;3},382,384,536,65720
12a_827,{1;-2;-3;4;4;-3;-2;3;4;-1;4;-1;-2;4},602,900,2292,78408
12a_828,{1;-2;3;1;3;-4;2;2;3;-2;3;2;4;4;4;4},1120,1534,3886,649508
12a_829,{1;2;2;1;1;2;3;-4;3;-2;3;3;-4;3},1134,1304,2592,69296
12a_830,{1;1;-2;-2;3;-2;1;1;1;-2;-3;-3;-2},574,576,936,42176
12a_831,{1;-2;-3;-3;-2;-2;1;1;1;-2;3;-2;1},682,894,1154,35342
12a_832,{1;2;2;1;1;2;3;-4;3;3;-2;3;-4;3},1198,1376,2656,67616
12a_833,{-1;-3;2;-1;2;-1;3;-1;3;2;2;2;2},414,484,644,65328
12a_834,{-1;2;3;-4;3;-4;3;-4;2;-4;1;-3;1;2},1582,1736,3240,56160
12a_835,{1;1;1;-2;-2;-2;-2;-2;-2;1;1;-2},130,132,132,56300
12a_836,{1;-2;-3;1;-3;1;1;-2;3;-2;-2;-2;1},442,498,714,56742
12a_837,{1;-2;-3;1;-3;1;1;-2;-2;-2;3;-2;1},550,618,770,53334
12a_838,{1;1;1;-2;1;1;1;1;1;1;1;-2},80,82,82,89696
12a_839,{1;-2;1;2;2;2;2;-3;2;2;2;-3;2},370,372,428,92032
12a_840,{-1;2;3;3;2;2;2;-3;2;-1;2;2;2},346,552,692,59808
12a_841,{-1;2;-3;4;2;2;2;-3;-4;3;2;-3;1;4;1;2},1238,1876,7712,350784
12a_842,{1;-2;-3;4;4;-3;2;-3;4;-1;4;-1;-2;4},1138,1300,2292,78408
12a_843,{1;-2;3;1;3;3;-4;3;3;3;-4;2;-3;2},1204,1206,1758,102060
12a_844,{1;4;4;4;-3;-3;-2;3;4;-2;1;4;-3;-2},982,1024,2192,78288
12a_845,{-1;2;-1;-2;3;-2;-3;4;-3;-4;3;-2;3;3;3;4},1064,1442,7098,380468
12a_846,{1;4;4;-3;4;4;-2;4;-2;-3;2;1;-3;-2},1024,1086,1974,91214
12a_847,{-1;2;-3;4;-1;-2;4;3;-2;3;3;4;4;4},1190,1448,2136,80048
12a_848,{1;-2;-2;-2;-2;-3;1;-3;-2;1;-2;-2;3},532,616,788,48672
12a_849,{1;-2;-3;4;-3;-3;4;-3;-2;3;4;-1;-1;-2},1266,1436,3292,58168
12a_850,{1;-2;1;-2;-2;1;1;1;1;1;1;-2},176,178,178,43104
12a_851,{-1;2;3;-1;3;-1;2;-3;2;2;2;-1;2},502,592,864,48960
12a_852,{-1;2;3;-1;3;-1;2;2;2;-3;2;-1;2},650,764,972,43872
12a_853,{1;2;3;2;-4;3;-4;3;-4;-4;3;-2;-2;1;3;-2},3390,4864,9912,274288
12a_854,{-1;2;3;-4;3;-4;3;-4;-2;-4;1;3;1;2},1790,1952,3240,56160
12a_855,{1;1;1;1;-2;1;3;-2;1;-2;-3;-3;-2},432,434,758,54534
12a_856,{1;-2;1;2;2;-3;-4;2;-4;-3;2;-3;4;-3},1402,1580,2632,71976
12a_857,{1;-2;1;-2;-3;-3;-3;-3;-2;1;1;-2;3},726,762,932,44608
12a_858,{1;-2;-3;4;4;-3;4;2;-3;-1;4;-3;-1;-2},1834,1988,3420,55240
12a_859,{1;-2;1;-2;-2;1;-2;-2;-2;-2;-2;-2},136,138,138,57624
12a_860,{1;-2;-2;1;-2;-2;-2;3;-2;-3;1;-3;-2},458,472,844,47906
12a_861,{1;-2;-2;1;-2;3;-2;-2;-2;-3;1;-3;-2},616,630,982,41822
12a_862,{-1;2;-1;-2;3;2;-3;-4;3;2;-4;-3;2;-3;-3;-3},1354,1512,6608,397264
12a_863,{1;-2;-3;4;-3;-3;4;-3;2;-3;4;-1;-1;-2},1850,2044,3292,58168
12a_864,{1;-2;1;-2;1;1;-2;1;-2;-2;-2;-2},276,278,278,31912
12a_865,{1;1;-2;1;-2;3;-2;-3;1;-3;-2;1;-2},646,740,1292,34096
12a_866,{1;-2;-3;1;-3;-2;1;-2;-2;3;-2;1;-2},908,1040,1392,32594
12a_867,{1;-2;-3;4;1;-2;-2;-3;4;-3;4;2;-3;4},1694,2144,3496,56896
12a_868,{-1;-4;-4;-3;2;-3;2;1;1;4;3;-2;3;-2;3;-2},4486,4744,8748,312256
12a_869,{1;-2;-2;-2;1;-2;1;-2;1;-2;-2;-2},302,304,304,30076
12a_870,{-1;3;-2;-2;-2;3;-2;3;-2;3;-2;-1;2},670,748,1088,37384
12a_871,{1;-3;-3;-2;1;-2;3;1;-2;-2;-2;1;-2},768,786,988,43826
12a_872,{-1;2;-1;-2;3;-2;3;-4;3;2;4;-3;-2;-4;-4;3},1908,2066,8896,319360
12a_873,{-1;2;3;-2;3;2;-4;1;-4;1;2;-4;-3;2;3;-4},1176,1292,7856,339264
12a_874,{1;-2;1;-2;1;-2;-2;3;-2;1;-2;-3;-3},1022,1024,1208,36002
12a_875,{-1;-2;3;-4;3;2;2;1;1;-2;3;4;-2;4;3;-2},3148,4176,9600,295584
12a_876,{1;1;1;2;2;3;1;3;3;3;-2;3;1},350,380,520,78200
12a_877,{-1;2;3;3;4;2;-3;1;4;1;2;4;4;4},702,856,1560,106912
12a_878,{1;-2;-2;1;1;1;1;-2;-2;-2;-2;-2},134,136,136,55868
12a_879,{-1;2;-1;-2;-2;-2;3;3;3;3;-2;-2;3},414,416,504,69560
12a_880,{1;-2;1;2;-3;4;5;2;5;4;3;3;2;4;-5},2166,2388,7032,108496
12a_881,{-1;2;3;-1;3;-1;-1;-1;-1;2;-3;2;-1},350,374,534,75486
12a_882,{-1;2;-1;-2;-2;-2;3;4;-3;4;3;-2;-2;3},762,800,2104,81744
12a_883,{-1;2;-1;-2;3;-2;3;-4;3;2;-3;-3;-4;3;-2;3},1832,2584,9088,317408
12a_884,{-1;-2;3;-2;3;-2;1;1;2;-3;-4;2;3;-4;2;3},2566,2920,11152,249552
12a_885,{-1;2;3;-4;-1;2;2;2;3;-4;3;-2;3;-4},1586,2096,2872,65296
12a_886,{-1;2;2;3;-4;-2;-1;-4;-4;-3;2;-3;2;-4},1070,1088,2604,75228
12a_887,{-1;4;3;-2;3;-2;3;-2;3;-2;-1;4;-3;2},1600,2124,3942,47166
12a_888,{-1;2;3;-1;-2;3;-4;3;-4;3;2;2;3;-4},1926,2004,3768,49688
12a_889,{1;-2;1;2;-3;2;-3;2;-3;2;-3;-3;-3},658,660,900,44896
12a_890,{-1;4;-3;4;3;-2;3;-2;3;-2;3;-2;-1;2},1438,1608,3168,57088
12a_891,{-1;2;3;3;2;-1;2;2;2;-3;2;-1;2},696,868,1152,38570
12a_892,{1;-3;-2;-4;3;-2;3;-2;3;4;4;3;3;2;1;-2},2046,2812,9752,269552
12a_893,{1;4;4;-3;2;-3;4;-3;-2;-2;1;4;-3;-2},1574,1700,3312,57392
12a_894,{-1;2;3;-1;3;-1;2;-1;2;-3;2;-1;2},856,948,1320,35402
12a_895,{-1;-3;2;-1;2;3;3;2;2;-1;-1;2;2},638,748,1092,36944
12a_896,{1;-2;1;1;1;-2;1;3;-2;1;-2;-3;-3},846,848,1000,43714
12a_897,{1;-2;1;2;-3;-4;2;-4;-3;2;-3;4;2;-3},1474,1684,3268,60728
12a_898,{1;-2;-2;1;1;-2;-2;1;1;-2;-2;-2},306,308,308,26988
12a_899,{-1;3;-2;-2;3;3;-2;-2;3;3;-2;-1;2},614,700,1064,35240
12a_900,{-1;2;2;-3;4;2;2;3;1;3;1;2;-3;2;3;4},1966,2006,7200,361056
12a_901,{1;-4;3;2;2;-4;-3;-3;-3;2;-3;1;-3;-2},1286,1468,2088,81728
12a_902,{-1;-1;-2;1;-2;3;-2;3;2;-4;3;2;-4;-3;5;-4;5},3628,3700,19060,602872
12a_903,{-1;2;3;3;-4;2;1;1;-2;3;-2;3;3;-4;3;2},3214,3930,8988,294868
12a_904,{1;-2;1;2;-3;2;-3;2;2;2;-3;2;-3},710,712,968,41680
12a_905,{1;-2;1;2;-3;-3;-2;-2;3;4;-3;4;3;2;2;-3},1282,1284,7552,321504
12a_906,{-1;4;-3;4;-2;3;-2;-2;3;3;-2;-1;3;2},1566,1772,2992,57760
12a_907,{-1;2;3;3;2;-1;2;-3;2;-1;2;2;2},604,772,1100,40442
12a_908,{1;-2;1;2;-3;4;-3;2;2;3;-4;3;-4;2;2;-3},1846,2364,8888,313480
12a_909,{1;1;-2;-2;1;-2;1;1;1;1;1;-2},204,206,206,39312
12a_910,{1;-2;1;2;2;-3;2;2;-3;-3;2;-3;2},720,722,898,44204
12a_911,{-1;2;2;-1;-1;2;3;-1;3;2;2;2;-3},610,772,894,41708
12a_912,{1;2;-3;2;-4;3;3;-4;-4;3;1;-4;3;-2},1902,2264,3224,53824
12a_913,{1;-2;3;3;-4;3;-2;3;-1;-2;3;-4;3;-2},2202,2568,4056,51482
12a_914,{1;-2;-3;-4;-4;-3;2;-3;4;-1;-1;2;-3;-3;2;2},2604,3948,8452,314272
12a_915,{1;5;-4;3;-4;-5;-4;-2;1;-3;2;3;3;-4;3;2;2},3594,4944,20840,564112
12a_916,{1;-2;-2;1;1;-2;-2;-2;-2;1;1;-2},286,288,288,28188
12a_917,{1;-2;1;-2;-2;-3;1;-3;1;-2;3;-2;1},670,794,1186,35542
12a_918,{1;-4;-4;-4;3;2;2;-4;-3;2;-3;1;-3;-2},1190,1276,1944,87680
12a_919,{1;-4;-5;4;3;2;2;-5;-4;-3;2;-3;1;-3;-2},2382,2552,6672,110272
12a_920,{1;-2;1;1;1;-2;-2;1;1;1;1;-2},244,246,246,34512
12a_921,{-1;2;2;2;3;-1;3;-1;2;-3;2;-1;2},554,668,1012,40416
12a_922,{-1;2;3;3;2;2;-1;-1;2;-3;2;-1;2},810,1084,1404,30176
12a_923,{-1;2;3;3;2;2;2;2;-1;2;-3;2;2},400,594,692,60176
12a_924,{-1;2;-3;4;2;-3;-4;3;2;-3;1;4;1;2;4;4},1366,1940,7488,362112
12a_925,{1;-2;-3;1;-3;-2;-2;1;1;-2;3;-2;1},878,1042,1362,31798
12a_926,{1;2;-3;-3;2;2;2;2;-3;2;1;-3;-2},510,572,832,45768
12a_927,{1;-2;1;2;3;2;3;-4;3;-2;-4;3;2;-4;-4;-3},1190,1816,8896,319360
12a_928,{-1;2;-1;2;-3;4;-3;2;-1;2;-3;2;-4;-3},2480,2752,4630,44126
12a_929,{1;1;-2;1;3;-2;1;1;1;-2;-3;-3;-2},566,568,952,46650
12a_930,{-1;2;2;2;3;3;2;2;-1;2;-3;2;2},524,618,816,52352
12a_931,{1;-2;1;2;-3;4;-2;4;3;3;-2;3;-4;3;3;3},2062,2480,5314,489396
12a_932,{-1;-4;2;-3;2;-1;-4;2;-3;2;4;-3;2;2},1432,1622,3270,68894
12a_933,{-1;2;3;-4;-1;2;-4;2;3;-4;-2;3;-4;-4},1128,1388,2386,85772
12a_934,{-1;-1;2;2;3;3;2;2;-1;2;-1;-3;2},698,848,1144,35578
12a_935,{-1;-4;2;-3;-4;2;-3;-1;2;-3;4;-3;2;2},1686,2036,3824,53106
12a_936,{1;3;-2;4;-3;4;3;-2;-1;-1;-2;3;3;-2},1054,1256,3592,52752
12a_937,{1;-2;1;2;2;-3;2;2;2;2;2;-3;2},338,340,420,92536
12a_938,{-1;2;-3;-2;3;-2;3;1;3;1;3;3;4;-3;2;4},1250,1448,4016,595904
12a_939,{1;1;2;-1;2;1;-3;2;-1;2;3;-4;3;-4;-5;4;-5},2640,3522,17584,631810
12a_940,{1;-2;3;-4;1;3;-4;2;5;-4;-4;-3;2;4;5},4254,4436,7480,114952
12a_941,{1;2;-3;2;-3;-3;2;2;2;2;1;-3;-2},502,556,840,45336
12a_942,{1;-2;1;2;2;2;3;4;-3;4;3;-2;-2;-3;-3;-3},990,1224,3944,601392
12a_943,{1;3;4;-3;-2;4;3;-2;-1;-1;-2;3;3;-2},1102,1264,3352,54880
12a_944,{-1;-1;-1;-1;2;-3;2;-1;2;2;3;3;2},402,404,692,57194
12a_945,{1;-2;-1;3;-1;3;-4;3;-2;3;4;4;3;-2},1162,1196,2808,66776
12a_946,{-1;2;2;-3;2;2;2;-1;2;3;3;2;2},502,560,784,54536
12a_947,{1;3;3;-4;3;3;-2;3;3;4;-2;4;-3;2;1;-2},2278,2620,6152,441920
12a_948,{1;-4;3;2;-4;-3;-2;3;-2;3;-4;3;3;2;1;-2},1590,2128,10296,269280
12a_949,{-1;2;3;3;2;2;2;-1;2;-3;-1;2;-1},650,946,1158,36214
12a_950,{1;3;3;-4;-2;3;-2;-2;3;4;-2;4;-3;2;1;-2},2806,3132,7560,383936
12a_951,{1;-2;-3;4;1;-2;-2;-3;-3;4;-3;2;-3;4},1714,2280,3300,55960
12a_952,{-1;2;2;2;2;-3;2;-1;2;3;3;2;2},402,448,692,58184
12a_953,{-1;3;4;-3;4;3;3;2;-3;2;1;1;-2;3;3;-2},1424,2048,6456,417424
12a_954,{-1;2;2;2;3;3;2;-1;2;-3;-1;2;-1},694,786,1202,35110
12a_955,{-1;-2;-2;3;-2;-2;3;4;1;-3;1;4;3;2;-3;2},2246,2444,7560,347284
12a_956,{1;-3;-3;-2;-2;1;-2;3;-2;-2;-2;1;-2},724,726,864,49658
12a_957,{1;-4;-4;-2;-1;-4;-1;3;-2;3;-4;3;2;4;-3;-2},1442,1452,6696,404528
12a_958,{1;-2;-2;-2;-3;-3;-2;1;-2;1;3;-2;-2},604,678,1044,39304
12a_959,{-1;2;-1;-2;3;-4;2;-4;-3;2;-3;4;2;-3;-3;-3},2348,2606,6140,444536
12a_960,{-1;2;-3;-4;-4;-3;2;1;1;2;-3;4;2;-3},1486,1912,3940,48940
12a_961,{-1;2;3;-4;-1;2;-4;2;3;-2;3;-4;3;-4},1432,1792,2962,63004
12a_962,{1;-2;3;-4;1;2;2;2;-3;2;2;-3;-3;-4},1338,1392,2012,85088
12a_963,{1;4;-3;-2;3;-2;-1;-1;4;-2;-3;4;2;4;-3;-2},1496,1640,9532,313248
12a_964,{1;-2;3;-4;1;2;-3;2;-3;-3;2;-3;-3;-4},1522,1800,2868,63040
12a_965,{-1;2;3;-1;-2;3;-4;-4;3;-4;2;2;3;-4},1760,1846,3186,60228
12a_966,{-1;-1;2;-1;-3;-1;2;-1;2;2;3;3;2},554,556,956,43938
12a_967,{1;4;-3;-2;3;-2;-1;-1;-2;-3;-3;4;-3;2;-3;-2},1568,1972,9484,301408
12a_968,{-1;-4;-4;-4;3;2;2;-4;2;3;-2;-1;3;2},910,1016,1800,95600
12a_969,{-1;-4;-5;4;3;2;2;-5;-4;2;3;-2;-1;3;2},1822,2032,6160,119776
12a_970,{1;-2;1;2;-3;2;-3;-3;2;-3;-3;-3;-3},428,430,590,66276
12a_971,{1;-2;1;2;-3;2;-3;-3;2;-3;-3;-4;3;-4},1236,1238,2118,82980
12a_972,{-1;-1;2;-1;-1;-1;-3;2;-1;2;3;3;2},484,486,850,51054
12a_973,{1;-2;3;1;2;2;3;-4;3;-2;3;2;4;4;4;4},1364,1848,4702,530212
12a_974,{1;1;2;-1;2;3;-2;4;3;3;4;-5;4;-3;4;5;5},2862,4360,15312,705264
12a_975,{-1;2;-3;4;-5;-1;-2;3;-2;3;3;-4;3;-4;-5},3138,3740,7588,104608
12a_976,{-1;2;-3;-4;-1;-2;-2;3;-4;3;-5;-2;3;4;-5},5298,5580,8132,97832
12a_977,{-1;2;2;-3;2;-1;2;3;3;3;3;2;2},562,592,740,52640
12a_978,{-1;2;3;3;-4;3;3;-2;3;1;-4;3;1;2},1722,1828,2780,74504
12a_979,{1;1;-2;3;-2;1;-2;-2;1;-3;1;-3;-2},726,764,1080,39274
12a_980,{1;-2;-2;1;-2;3;-2;1;-2;-2;-3;-3;-2},706,708,1220,35714
12a_981,{1;-2;-2;1;1;-2;1;1;-2;-2;-2;-2},244,246,246,33960
12a_982,{-1;3;-2;-2;3;3;-2;3;3;-2;-2;-1;2},662,720,960,40280
12a_983,{-1;2;3;-4;3;-2;3;3;-2;1;1;2;-4;3;3;2},2512,3472,9708,277576
12a_984,{1;-2;-2;-2;1;-2;-2;1;-2;-2;-2;-2},192,194,194,47448
12a_985,{1;-2;-2;1;-2;3;-2;-3;1;-3;-2;-2;-2},442,576,924,44066
12a_986,{1;-2;-3;-3;-2;1;-2;1;3;-2;1;1;-2},808,1034,1480,30208
12a_987,{1;-2;-2;3;-2;-2;1;-2;-3;1;-3;-2;-2},690,796,1056,39904
12a_988,{-1;3;-2;-2;3;-2;-2;-2;-2;3;-2;-1;2},446,496,704,58088
12a_989,{-1;2;3;-1;2;-3;4;-3;-2;-4;-2;-2;3;-4;3;-2},1622,2876,8160,338768
12a_990,{-1;2;3;-4;-1;2;-4;2;2;3;-2;-4;3;-4},1150,1514,2204,90728
12a_991,{1;4;-3;2;-3;-3;4;-3;-2;-2;-2;1;-3;-2},1230,1328,2640,68864
12a_992,{1;-2;-3;1;2;-3;2;-3;-3;-4;2;2;3;-4},1748,1954,2814,60020
12a_993,{1;-2;1;2;-3;2;-3;2;2;-3;2;-3;-3},752,754,1026,39220
12a_994,{-1;2;2;-1;2;-1;-3;2;-1;2;3;3;2},796,798,1402,30030
12a_995,{1;-2;3;1;2;2;2;2;3;-4;3;-2;3;2;4;4},1828,2160,4886,512644
12a_996,{1;1;2;-1;2;3;-2;-4;-3;2;5;4;3;3;4;4;5},2614,3032,17210,643326
12a_997,{-1;2;3;3;2;-1;2;2;2;-3;-1;2;-1},710,910,1218,35014
