knot name,braid rep,min cell count from kht++,greedy matching cell count,lex matching cell count,total cell count of delooped complex
12n_451,{-1;2;-3;-1;2;-3;-2;3;-2;-3;2;-3;-2},134,156,1448,28320
12n_452,{-1;2;3;1;3;-2;1;-2;-3;1;2;-1;2},210,408,1536,31048
12n_453,{1;2;2;3;3;2;2;3;4;1;1;-2;-3;4},798,1062,2648,62660
12n_454,{-1;-3;-3;-3;2;-3;-2;3;-2;3;-2;-1;2},262,324,960,43144
12n_455,{-1;2;3;-1;2;2;2;2;3;3;-2;3;-2},360,618,770,48580
12n_456,{-1;3;4;-3;2;2;2;4;3;-2;-1;-1;-2;-2},756,916,2104,80768
12n_457,{-1;2;-1;-2;-3;-4;3;-4;-3;-2;-2;3;3;3},394,626,2224,77088
12n_458,{1;-2;-3;4;1;-3;1;-2;-3;4;-3;4},594,752,1192,11192
12n_459,{1;-2;3;4;1;1;-2;3;-2;4;3;4},474,476,1252,10712
12n_460,{-1;2;3;-4;-1;3;-4;-2;3;2;-4;-3},560,652,1460,9232
12n_461,{-1;2;3;-4;-1;-2;3;-4;3;-2;3;-4},1206,1276,1504,8896
12n_462,{-1;2;3;4;-1;-2;-3;4;3;-2;3;-4},470,612,1504,8896
12n_463,{-1;2;-3;-4;-1;2;3;-4;-3;2;-3;4},622,720,1504,8896
12n_464,{1;-2;3;3;2;-1;2;-1;2;2;-3;-2;1},304,320,1470,29886
12n_465,{-1;3;4;3;-2;3;3;-2;4;-3;-3;2;-1;2},470,1212,3264,58544
12n_466,{1;-2;-2;-2;1;-2;-1;2;-1;-2;-2;-2},100,106,304,30076
12n_467,{1;-2;-2;-2;-2;1;1;2;2;2;2;2},110,112,128,60188
12n_468,{1;2;2;2;2;1;1;-2;-2;-2;-2;-2},82,114,128,60188
12n_469,{-1;-2;1;-2;-2;-3;1;-3;-2;3;-2;-1;2},214,376,1368,31272
12n_470,{1;-2;-2;-2;-2;3;3;2;2;2;1;-2;3},286,336,564,67872
12n_471,{-1;2;2;2;2;3;3;-2;-2;-2;-1;2;3},358,400,564,67872
12n_472,{1;2;2;2;2;1;1;2;2;2;2;2},72,100,128,60188
12n_473,{1;2;2;2;2;3;3;2;2;2;1;-2;3},248,330,564,67872
12n_474,{1;2;3;3;2;2;2;2;2;3;2;1;-2},106,152,576,65400
12n_475,{1;2;3;3;-2;-2;-2;-2;-2;3;2;1;-2},118,176,576,65400
12n_476,{-1;-2;3;3;2;2;2;2;2;3;-2;-1;2},294,318,576,65400
12n_477,{-1;2;3;4;-3;4;2;2;3;2;3;1;1;2},346,568,3440,53632
12n_478,{1;-2;1;2;-3;2;-3;-4;-4;-3;2;4;3;3},848,1048,2856,63224
12n_479,{-1;2;-3;-4;2;3;-4;3;-2;3;1;4;1;2},1218,1680,4080,47568
12n_480,{-1;2;3;-1;3;-4;-2;3;2;-4;2;-3},580,618,1096,11608
12n_481,{-1;2;3;-1;3;-4;3;-2;3;2;-4;-3},456,500,1252,10520
12n_482,{{1;-2;-3;1;-3;2;2;-1;-1;2;3;-2;1},276,552,1362,31798
12n_483,{-1;2;3;3;-2;-2;1;1;-2;-3;2;-1;2},284,544,1404,30176
12n_484,{1;1;-2;1;-3;-2;1;2;2;2;-3;-3;-2},372,414,902,45438
12n_485,{1;-2;-3;-3;2;-1;2;-3;1;1;1;-2;1},400,506,1070,42262
12n_486,{-1;-2;3;3;2;-1;2;1;-2;-2;3;-2;-1},252,418,1470,29886
12n_487,{-1;-2;3;3;2;2;1;1;2;3;-2;-1;2},130,214,1404,30176
12n_488,{1;-2;1;2;3;-2;3;2;-3;2;-3;-3;-3},188,292,900,44896
12n_489,{-1;2;2;-3;1;-3;1;2;-3;4;2;-3;4;3},1230,1296,2704,64080
12n_490,{1;-2;-3;-3;-2;1;1;2;-3;-4;3;-4;2;3},1090,1120,3648,51456
12n_491,{1;-2;-3;-4;1;3;-4;-2;3;-2;-3;2;2;-3},696,1004,3372,53208
12n_492,{-1;2;-1;-2;3;2;-1;-1;2;2;3;3;-2},356,476,1304,31856
12n_493,{1;-3;-2;1;-2;3;3;-2;-2;1;1;-2;-2},722,896,1092,36944
12n_494,{-1;2;3;-4;-1;2;3;2;-4;2;3;3},422,544,1072,12016
12n_495,{1;-2;3;-4;-2;1;1;2;-3;-3;-3;-2;3;-4},1074,1358,2780,64204
12n_496,{1;-2;3;4;1;2;-3;2;4;2;3;3},692,704,1072,12016
12n_497,{1;-2;-3;2;-3;-2;4;1;1;-2;-3;2;-3;4},774,1040,3952,47520
12n_498,{-1;2;-3;4;4;-3;2;1;1;2;-3;-4;2;-3},1334,1720,3940,48940
12n_499,{-1;2;3;-4;-1;3;-4;-2;3;-2;-4;3},1242,1308,1460,9232
12n_500,{1;-2;3;-1;3;-1;-1;-1;2;-3;2;-1;-2},218,236,744,57480
12n_501,{-1;2;-3;-2;3;-2;-3;1;-3;-4;3;1;2;-4},510,578,2656,68432
12n_502,{1;2;3;1;3;1;1;1;2;-3;2;1;2},88,192,744,57480
12n_503,{-1;2;3;2;3;2;3;1;3;4;-3;1;2;4},314,408,2656,68432
12n_504,{-1;2;3;-4;-1;-4;3;2;3;-4;3;-4},572,786,1258,10124
12n_505,{-1;2;-3;-4;-1;-4;-3;2;-3;4;-3;4},712,936,1258,10124
12n_506,{-1;2;3;-1;-2;3;-4;3;3;-2;3;-4},970,1008,1220,10968
12n_507,{-1;2;3;-4;-1;-2;-4;3;-2;-4;3;-4},970,1056,1220,11288
12n_508,{1;2;2;3;1;3;-2;-2;1;1;-2;-3;1},472,712,1116,37120
12n_509,{-1;2;3;-1;3;-4;2;3;2;-4;2;3},446,498,1096,11608
12n_510,{-1;2;-3;-1;-3;-4;-2;3;-2;-4;-2;-3},764,766,1096,11608
12n_511,{-1;2;2;3;-1;3;-2;-2;1;-2;-1;2;-3},314,474,1300,31496
12n_512,{-1;2;-1;-2;3;-2;1;-2;-2;-3;1;-3;-2},524,578,1446,30156
12n_513,{-1;-3;2;-1;2;3;3;3;2;1;1;1;2},444,446,938,45908
12n_514,{1;-2;-3;-3;-2;-2;-2;-1;2;3;-1;-2;1},184,406,1158,36214
12n_515,{-1;3;4;-3;-2;4;3;-2;1;3;1;3;2;2},1020,1208,2584,72128
12n_516,{-1;2;2;-3;4;1;1;2;-3;2;4;-3;4;3},1350,1480,3288,55344
12n_517,{1;-2;3;1;-2;-2;3;3;-2;-2;-2;3;2},404,406,902,42580
12n_518,{-1;2;2;3;1;3;2;2;2;3;1;2;2},310,352,946,42188
12n_519,{-1;2;-1;-2;3;-2;3;2;-3;2;-3;-4;3;-4},738,770,2932,59992
12n_520,{-1;-3;-4;-2;3;-2;-4;-3;-1;4;-3;2},558,636,1512,8912
12n_521,{-1;2;3;-4;-1;3;-4;2;3;2;-4;3},642,692,1460,9232
12n_522,{-1;2;-1;-2;-3;2;-3;-2;3;-2;-2;-2;3},232,328,992,40024
12n_523,{1;-2;-3;-4;3;-4;2;2;-3;-2;3;-1;-1;-2},318,508,3440,53632
12n_524,{-1;2;3;-1;-2;3;4;-5;3;3;2;-3;4;3;-5},1144,1844,7220,121984
12n_525,{-1;2;-1;-2;-3;4;-5;2;3;3;-4;2;3;-4;-5},1510,1680,8232,96408
12n_526,{1;1;2;2;-3;1;-2;1;-2;-2;3;3;2},214,348,1088,37104
12n_527,{-1;2;3;3;2;1;1;2;-3;-4;2;3;-4;3},1078,1376,3456,53008
12n_528,{-1;-1;2;-3;-3;-2;-2;-1;2;-1;-3;-2;-2},282,432,1104,37960
12n_529,{-1;-2;3;-4;-2;-3;1;1;2;2;3;3;2;-4},766,1104,3200,55332
12n_530,{-1;-2;3;-2;3;-2;4;1;1;-2;3;-2;3;4},2206,2456,3952,47520
12n_531,{1;2;2;3;1;3;-2;-2;-2;1;-2;-2;-3},494,616,900,44736
12n_532,{-1;2;3;4;-1;2;-3;2;-3;4;-3;2;-3;-3},1902,2572,3460,56360
12n_533,{1;-2;1;2;3;3;-2;-2;3;-2;-2;3;3},484,582,898,41748
12n_534,{-1;2;-1;2;-3;-2;1;-2;-1;3;-1;3;2},338,372,1346,33198
12n_535,{-1;2;-3;-1;-3;4;2;4;3;-4;-2;-2;3;-4},1134,1362,2664,73352
12n_536,{1;-2;-2;1;1;2;2;-3;-3;-2;1;-2;3},502,504,1164,33928
12n_537,{-1;2;3;4;-1;2;-3;2;4;-3;2;4;-3;-3},1928,2510,3490,57540
12n_538,{1;-2;1;2;3;3;-2;3;-2;3;-2;3;3},578,640,1052,37816
12n_539,{1;2;2;3;1;3;-2;-2;1;-2;1;-2;-3},662,840,1300,31496
12n_540,{-1;2;3;3;-2;1;-2;-3;-1;2;-1;2;2},400,474,1402,31846
12n_541,{-1;2;3;3;-2;1;-2;-3;-1;-1;-1;2;-1},356,458,1070,42262
12n_542,{-1;2;-3;4;-1;2;-3;-3;-4;3;-2;-3;-3;4},962,1102,3264,57904
12n_543,{1;-2;-3;-3;-2;1;-2;3;-1;-1;-1;-2;1},256,444,1070,42262
12n_544,{-1;2;2;-3;1;-3;1;-2;1;-2;3;2;2},394,444,1030,40812
12n_545,{-1;3;4;4;-2;3;-2;1;1;3;-4;3;2;2},1314,1752,2920,62368
12n_546,{-1;-1;-1;2;3;3;-2;1;-2;-3;-1;2;-1},308,362,1118,40702
12n_547,{-1;2;3;-1;-2;-3;4;-3;-2;4;-3;4;3;-2},646,746,4200,46352
12n_548,{1;-2;-3;-3;-2;1;2;2;2;-3;-2;1;-2},284,322,1152,38570
12n_549,{1;-2;1;2;-3;2;2;3;1;3;-2;1;-2},544,586,1412,30490
12n_550,{-1;-2;-3;-3;-2;1;1;-2;3;-4;3;-4;-2;3},1414,2272,3648,51456
12n_551,{-1;2;3;-1;3;-4;3;2;3;-4;3;3;2;4},810,1136,3064,61384
12n_552,{-1;2;-3;-1;-3;-4;2;3;2;-4;3;-4},562,614,1270,10358
12n_553,{-1;-2;1;-2;3;-4;3;2;-1;2;-3;4;-3;-4},990,1048,4432,44976
12n_554,{-1;-2;-2;3;-4;5;4;-3;2;-1;4;-2;-5;-2;3;2;-4},1706,2336,21884,614788
12n_555,{1;-2;-3;-4;3;-4;-3;-2;-1;-1;2;2;3;-4;3;-2},1352,1840,10872,254416
12n_556,{1;2;-1;2;3;-4;3;-2;1;-2;-3;4;-3;4},1130,1452,4432,44976
12n_557,{-1;2;2;3;1;3;-4;1;2;2;3;-2;-4;3},1050,1284,2544,68116
12n_558,{1;-2;1;2;3;4;4;3;2;2;-3;4;-3;-3;-3;-4},1046,1830,6264,393040
12n_559,{1;1;-2;1;-3;-2;1;1;1;-2;3;3;-2},432,612,952,46650
12n_560,{1;-2;3;3;-2;-2;1;1;-2;-3;-2;1;-2},498,728,1404,30176
12n_561,{-1;3;-2;4;-3;4;3;-2;1;1;-2;3;3;-2},1270,1700,3592,52752
12n_562,{-1;2;3;-1;3;-2;3;-4;-3;-3;2;2;3;-4},866,968,2768,65928
12n_563,{-1;2;2;3;1;3;1;2;-3;-4;2;3;-4;-3},914,952,2704,64080
12n_564,{-1;-2;-3;-3;-4;-2;1;1;-2;3;-2;-4;-4;3},1414,2012,3096,59904
12n_565,{-1;-1;-1;2;-3;-3;2;-1;2;3;-1;2;-1},444,646,1118,40702
12n_566,{1;-2;-1;4;-1;3;-2;-3;4;3;-2;-4;3;-2},648,728,3644,53072
12n_567,{1;1;-2;-3;-2;-2;1;-2;1;-2;3;3;-2},432,870,1208,35162
12n_568,{1;1;-2;-3;-2;1;-2;1;1;-2;3;3;-2},482,784,1262,33662
12n_569,{-1;-1;-1;2;2;3;-1;3;-1;-2;1;-2;-3},346,444,824,49728
12n_570,{-1;-2;-2;-2;-2;-2;-2;-1;-1;2;2;2},94,114,124,60620
12n_571,{1;-2;-2;-2;-2;-2;-2;1;1;2;2;2},98,100,124,60620
12n_572,{-1;2;-3;-1;-3;-2;3;-2;-2;1;-2;1;-2},736,782,1260,34074
12n_573,{1;-2;1;2;2;-3;1;-3;-2;3;-2;1;-2},314,396,1368,31272
12n_574,{1;2;2;2;2;2;2;1;1;2;2;2},76,92,124,60620
12n_575,{1;2;3;3;2;2;2;3;2;2;2;1;-2},90,204,648,62472
12n_576,{1;-2;3;1;3;3;2;2;2;3;3;3;2},346,378,642,54828
12n_577,{1;-2;1;2;3;-2;3;2;2;2;-3;2;-3},336,444,968,41680
12n_578,{-1;2;2;-3;1;-3;-2;-2;-2;3;1;2;2},346,460,946,42188
12n_579,{-1;2;3;-1;3;-4;2;-3;2;-4;-3;-4},346,376,1270,10358
12n_580,{-1;2;2;-3;1;-3;1;-2;3;-4;-2;3;-4;-3},866,1056,2704,64080
12n_581,{1;2;3;4;-2;-3;4;3;2;1;1;2;2;2},262,456,2616,68576
12n_582,{1;-2;1;2;3;4;-2;4;3;2;-3;-4;2;-3},308,496,3268,60728
12n_583,{-1;2;-3;4;-1;-3;4;4;3;3;4;-2;3;-2},980,990,3062,56460
12n_584,{1;-2;1;2;-3;4;-2;4;3;3;-2;-4;-3;4},646,760,3010,62564
12n_585,{1;-2;1;2;3;4;2;4;3;2;3;-4;2;3},328,514,3268,60728
12n_586,{-1;-4;3;2;2;-3;4;-3;2;4;-3;-1;-3;2},1766,1888,3592,51872
12n_587,{1;-2;-3;-3;4;-2;-1;-1;2;-3;2;4;4;3},1290,1476,3096,59904
12n_588,{1;-2;3;-1;3;2;-1;2;-3;-1;2;-1;-2},418,492,1536,31048
12n_589,{1;2;2;-3;2;-1;2;3;3;3;2;1;-2},402,426,1222,35036
12n_590,{-1;2;3;-1;3;3;3;3;2;-3;2;3;3},248,280,484,77864
12n_591,{1;2;3;3;2;2;1;1;2;3;2;1;-2},84,190,1404,30176
12n_592,{-1;2;-3;-1;-3;-3;-3;-3;-2;3;-2;3;3},394,416,484,77864
12n_593,{1;-2;1;2;-3;4;2;4;3;3;2;-4;3;-4},1008,1030,3010,62564
12n_594,{1;2;3;3;2;2;1;1;2;-3;2;1;-2},152,322,1404,30176
12n_595,{-1;2;-1;-2;-3;4;-2;4;-3;2;-3;4;-2;-3},640,700,3268,60728
12n_596,{1;-2;-3;1;-3;1;4;-2;-3;-2;4;-3;-3;-4},842,1024,2844,64088
12n_597,{1;-2;3;-1;3;2;2;-1;2;-3;2;-1;-2},390,468,1464,30728
12n_598,{-1;2;2;1;1;2;-3;4;-2;-3;-2;4;-3;4},798,852,3048,60704
12n_599,{1;2;3;3;-2;1;-2;-2;-2;-3;1;2;1},210,336,1218,35014
12n_600,{1;-2;3;1;3;2;2;3;4;-3;4;2;3;2},396,578,3214,56220
12n_601,{1;2;3;3;-4;2;-1;-1;2;3;3;3;2;-4;-4;-3},1514,2512,6840,358752
12n_602,{-1;2;3;-1;-2;3;3;-4;3;2;3;-4;3;-2},810,1312,3544,55592
12n_603,{1;2;3;1;3;-2;1;-2;-3;1;2;1;2},138,256,1536,31048
12n_604,{-1;2;2;-1;-1;2;-1;-1;-2;-2;-2;-2},212,214,246,33960
12n_605,{-1;2;2;-3;1;-3;-2;-2;-2;-3;1;2;2},188,336,946,42188
12n_606,{1;-2;-1;2;-1;-2;3;-2;1;-2;-3;-3;-2},226,284,1540,28448
12n_607,{1;-3;-3;-3;-2;3;-2;-3;2;-3;2;1;-2},190,264,960,43144
12n_608,{-1;2;-1;-2;-3;2;-3;-2;3;-2;3;4;-3;4},516,692,2932,59992
12n_609,{1;-2;3;1;3;-2;3;2;2;-3;2;2;-3},676,688,1032,38184
12n_610,{1;-2;3;1;3;-2;-2;3;2;-3;2;-3;-3},392,414,1014,38556
12n_611,{-1;2;3;4;-1;-2;3;3;3;-2;-3;4;3;-2},544,684,2972,62344
12n_612,{-1;2;-3;4;-1;2;4;3;-4;3;4;4},460,500,944,13112
12n_613,{-1;-2;-3;-3;4;-2;1;1;2;-3;2;4;4;-3},1246,1596,3096,59904
12n_614,{-1;3;3;4;2;-3;2;-3;-1;4;-3;2},1052,1118,1286,10462
12n_615,{1;2;3;3;2;-1;-1;-2;3;-4;3;-4;-2;3},1294,1696,3648,51456
12n_616,{-1;-4;3;-4;-2;3;-2;-4;3;-1;3;2},862,892,1312,10028
12n_617,{-1;-4;3;-4;-2;3;-2;-4;-3;-1;-3;2},842,890,1312,10028
12n_618,{-1;-4;3;-4;2;3;2;-4;3;-1;3;2},578,618,1312,10028
12n_619,{-1;-4;-3;-4;2;-3;2;-4;-3;-1;-3;2},422,548,1312,10028
12n_620,{-1;4;-3;4;2;-3;2;4;3;-1;3;2},902,904,1312,10028
12n_621,{-1;-2;-3;-3;-4;-2;1;1;-2;3;-2;-4;3;-2},1618,2324,3564,53612
12n_622,{1;-2;3;-4;-2;3;-1;-1;2;2;3;3;2;-4},958,1244,3200,55332
12n_623,{-1;2;3;-4;-1;2;3;3;3;2;3;-4;3;-2},474,736,2972,62344
12n_624,{-1;2;-1;-2;3;3;2;2;3;3;2;2;3},136,168,980,37128
12n_625,{1;-2;1;2;-3;4;-2;4;-3;-2;-3;4;-2;-3},564,588,3268,60728
12n_626,{-1;2;-3;-4;-1;-3;-2;-2;3;-2;3;-4;-3;-3},980,1072,2968,62776
12n_627,{1;1;2;3;-1;2;-1;-2;-2;3;3;-2;-2},342,472,986,42198
12n_628,{-1;2;3;-1;-2;3;-2;-4;3;-2;3;-4},1086,1192,1408,9258
12n_629,{-1;2;-3;-1;2;-3;-2;-4;3;-2;3;-4},822,844,1408,9258
12n_630,{-1;2;3;-1;-2;3;-2;4;3;-2;3;4},550,672,1408,9258
12n_631,{-1;4;3;-2;3;4;2;-3;2;-1;-3;2},638,756,1488,8940
12n_632,{-1;2;-3;-1;2;-3;2;-4;-3;2;-3;-4},738,792,1408,9258
12n_633,{1;-2;-2;1;-2;1;-3;-2;1;-2;3;3;-2},582,898,1402,30030
12n_634,{-1;2;3;-1;-2;3;-4;3;-2;3;3;-4},972,1022,1230,10830
12n_635,{1;2;3;3;-4;2;-1;-1;-2;3;-2;-4;3;-2},1438,1860,3564,53612
12n_636,{-1;2;-3;4;-1;3;3;4;2;-3;4;-3},484,608,1226,10452
12n_637,{-1;2;3;-4;-1;3;3;2;-3;4;4;3;3;-4},1160,1434,2694,65876
12n_638,{1;2;2;-3;1;1;2;2;3;3;2;1;-2},142,240,1208,33216
12n_639,{1;2;3;3;-2;1;1;1;-2;-3;1;2;1},170,260,1174,39550
12n_640,{-1;2;1;1;2;2;2;2;1;1;2;2},64,104,268,31188
12n_641,{-1;3;3;-2;-2;-2;3;-2;-3;-3;-1;-3;2},434,438,672,57480
12n_642,{1;-2;-3;4;-1;-3;-4;-2;1;-2;-1;-3;4;-3;-2;-4},844,1084,11608,253924
12n_643,{-1;2;3;3;2;1;1;-2;3;4;-3;4;-2;3},818,1012,3648,51456
12n_644,{1;-2;1;2;-3;2;1;3;1;3;2;2;2},258,292,924,45056
12n_645,{-1;2;3;-1;-2;-3;-4;-3;2;-4;3;-4;3;-2},652,856,4200,46352
12n_646,{1;-2;3;1;3;3;2;2;-3;2;-3;-3;-3},538,570,656,57536
12n_647,{-1;2;2;1;1;2;2;1;1;2;2;2},56,88,308,26988
12n_648,{-1;3;3;3;3;2;-3;2;3;3;-1;3;2},194,224,488,83736
12n_649,{1;-2;1;-2;-3;2;1;1;2;2;3;3;-2},442,532,1304,31856
12n_650,{1;-2;3;3;2;2;-1;-1;2;-3;-2;1;-2},432,448,1404,30176
12n_651,{-1;2;-3;4;-1;2;3;3;3;2;4;-3;-2;4},1024,1284,2898,64196
12n_652,{1;1;2;2;3;-1;2;-1;-2;-2;3;3;-2},414,540,1088,37104
12n_653,{-1;2;3;-1;3;3;2;2;2;-3;2;3;3},370,442,694,53396
12n_654,{1;-2;1;2;-3;4;2;4;3;2;3;-4;2;-3},434,546,3268,60728
12n_655,{1;-3;2;2;3;3;2;2;3;3;2;1;-2},126,164,1064,35240
12n_656,{-1;2;-1;-2;-3;-4;-2;-4;3;3;-2;-4;3;4},708,972,3010,62564
12n_657,{1;-2;3;1;3;3;2;-3;2;-3;-3;-3;-3},368,410,514,76100
12n_658,{1;-2;3;1;3;3;2;2;2;-3;2;-3;-3},604,626,694,53396
12n_659,{-1;2;3;-1;3;3;2;-3;2;3;3;4;-3;4},654,762,1834,95588
12n_660,{-1;2;-3;-3;-2;-2;-3;-1;-3;-2;3;-2;-2},322,380,1026,38852
12n_661,{-1;2;3;-1;3;4;-2;-3;4;-3;2;2;3;4},482,862,3432,54136
12n_662,{-1;2;-1;-2;-3;4;2;2;-3;-3;2;2;3;4},646,846,2536,69192
12n_663,{-1;2;3;-4;-1;2;3;3;3;2;-4;3;-2;-4},604,926,2898,64196
12n_664,{-1;2;3;-4;-1;3;-4;2;3;-4;3;-4},822,964,1348,9618
12n_665,{-1;-4;3;-4;2;3;2;-4;3;-2;-1;-1;-2;-2},918,1142,3196,59360
12n_666,{1;-2;1;-2;1;-2;1;2;2;2;2;2},182,184,224,38236
12n_667,{1;-2;3;1;3;2;-3;2;2;1;-2;1;-2},478,642,1260,34074
12n_668,{1;-2;3;1;3;2;2;2;1;-3;-2;1;-2},378,530,1188,35786
12n_669,{1;-2;-3;1;2;3;4;-3;2;4;-3;4;-3;2},826,1550,4200,46352
12n_670,{-1;-2;-2;-1;-1;-1;2;3;2;2;-1;3;3},142,376,836,44992
12n_671,{1;-2;-2;1;1;1;2;3;2;2;1;3;3},226,336,836,44992
12n_672,{1;-2;-2;3;-4;-3;1;1;2;-3;-3;-2;-4;-3;-3;2},1782,1960,7680,332576
12n_673,{-1;-1;-1;-2;-2;-1;2;3;2;2;-1;3;3},106,200,740,52576
12n_674,{1;1;1;-2;-2;1;1;2;2;2;2;2},122,124,140,55820
12n_675,{1;1;1;2;2;1;1;-2;-2;-2;-2;-2},70,102,140,55820
12n_676,{1;2;2;-3;-4;3;1;-4;-3;1;-2;-2;-3;2},458,720,2704,64080
12n_677,{-1;2;-1;2;-3;2;1;1;1;3;1;3;2},436,438,774,53396
12n_678,{1;-2;-3;1;-3;-2;3;-2;1;2;2;2;2},306,382,726,57246
12n_679,{1;1;1;2;2;1;1;2;2;2;2;2},60,88,140,55820
12n_680,{1;3;3;3;2;2;3;3;2;2;2;1;-2},174,256,584,63528
12n_681,{-1;-1;-2;-2;-1;-1;2;3;2;2;-1;3;3},146,336,876,43456
12n_682,{1;1;-2;-2;1;1;2;3;2;2;1;3;3},234,328,876,43456
12n_683,{-1;-2;-2;-2;1;-2;-1;-1;-1;2;-1;2},184,220,332,26284
12n_684,{-1;-2;-2;-2;-1;2;-1;-1;-1;2;-1;2},162,250,332,26284
12n_685,{-1;3;-2;-2;-3;-3;-2;-2;3;3;-2;-1;2},274,428,1064,35240
12n_686,{1;3;-2;3;-2;3;3;3;-2;3;2;1;-2},422,464,1056,39112
12n_687,{-1;-4;3;-4;-2;-3;-3;4;-2;4;3;-2;-1;2},854,1016,3304,58112
12n_688,{1;1;1;2;2;2;2;1;1;2;2;2},96,112,168,48188
12n_689,{1;2;2;2;3;1;3;1;1;2;-3;2;1},308,390,806,50046
12n_690,{1;2;2;-3;1;-3;1;-2;3;-4;-2;3;-4;-3},736,1056,2704,64080
12n_691,{1;2;3;3;2;1;1;1;2;-3;2;2;1},238,448,1122,37364
12n_692,{1;2;3;3;2;2;1;1;1;2;-3;2;1},230,408,1154,35342
12n_693,{1;2;2;-3;1;1;2;2;3;3;4;-2;-3;4},808,1060,2508,64732
12n_694,{1;-2;1;2;3;3;2;2;1;1;3;2;2},254,324,1154,35060
12n_695,{-1;3;3;-1;-2;3;3;-1;3;-1;-2;1;-2},256,320,594,83046
12n_696,{1;2;2;-3;4;1;1;2;-3;2;4;-3;4;3},1170,1480,3288,55344
12n_697,{1;2;2;-3;1;-3;1;2;-3;4;2;-3;4;3},1062,1296,2704,64080
12n_698,{-1;-2;-3;-3;-2;1;-2;3;1;-2;-2;-2;-1},356,584,1246,34030
12n_699,{-1;2;-1;-2;3;-2;-3;-4;-4;-3;2;-3;4;-3},882,1080,3402,54572
12n_700,{1;-2;1;-2;-3;-3;-3;-3;-2;-1;-1;-2;3},458,466,932,44608
12n_701,{1;-2;-3;-4;3;-4;-3;2;-3;-1;4;-3;-1;-2},626,916,3864,51712
12n_702,{-1;2;3;3;2;-1;-2;-2;-2;-3;2;-1;2},382,510,1152,38570
12n_703,{1;-2;1;2;3;-2;3;-2;3;-2;3;3;3},442,522,900,44896
12n_704,{-1;2;-3;4;-1;-3;2;-3;-2;3;4;-3;-2;4},1214,1280,3984,48720
12n_705,{1;2;-3;4;3;3;-2;3;-2;-2;1;4;-3;-2},862,1040,3296,56528
12n_706,{1;2;-3;-4;1;2;-3;1;2;-4;-3;-4},234,250,1544,9064
12n_707,{1;-2;-2;-2;-1;2;-1;2;-1;-2;-2;-2},158,170,304,30076
12n_708,{1;2;2;2;-1;2;1;-2;1;-2;-2;-2},108,140,304,30076
12n_709,{1;2;2;2;1;-2;1;-2;1;-2;-2;-2},142,230,304,30076
12n_710,{-1;3;2;2;-3;-3;2;2;3;3;-2;-1;2},366,470,1064,35240
12n_711,{1;3;-2;-2;-2;3;-2;3;-2;3;2;1;-2},438,472,1088,37384
12n_712,{1;-2;3;3;-2;1;-2;-2;-2;-3;-2;1;-2},366,470,1152,38570
12n_713,{-1;-1;-1;2;-1;2;3;2;-1;2;-3;-3;2},314,546,1034,41150
12n_714,{-1;2;2;3;3;-2;-2;-1;2;3;2;-1;2},420,512,1314,33518
12n_715,{1;-2;-1;4;-1;3;-2;3;-4;3;2;4;-3;-2},714,756,3644,53072
12n_716,{1;-2;3;1;3;1;-2;1;-2;-3;-2;1;-2},294,566,1320,35402
12n_717,{1;1;-2;-2;3;-1;2;-1;-2;-2;-3;-3;-2},190,228,1088,37104
12n_718,{1;2;-1;2;1;-2;3;-2;1;-2;-3;-3;-2},218,356,1540,28448
12n_719,{1;-2;1;2;-3;2;-3;2;-3;2;3;3;3},490,492,900,44896
12n_720,{-1;2;-3;4;2;3;1;3;1;-2;3;-2;3;4},2242,2264,3368,56388
12n_721,{-1;-2;-2;-1;-1;-1;-1;2;2;2;2;2},66,122,136,55868
12n_722,{1;-2;-2;1;1;1;1;2;2;2;2;2},126,128,136,55868
12n_723,{-1;-2;-3;1;-3;1;1;1;-2;3;-2;-1;2},114,268,744,57480
12n_724,{1;-2;3;1;3;1;1;1;2;-3;2;-1;2},478,480,744,57480
12n_725,{1;2;2;1;1;1;1;2;2;2;2;2},64,116,136,55868
12n_726,{-1;2;-3;2;3;-2;3;1;3;4;-3;1;2;4},814,832,2656,68432
12n_727,{-1;2;3;4;-1;2;2;-3;4;-2;-2;3;-2;3},762,1184,2732,71616
12n_728,{-1;2;3;2;3;-1;-1;2;-3;2;-1;2;3},388,448,1692,28032
12n_729,{-1;2;3;2;3;1;1;2;-3;2;-1;2;3},262,332,1692,28032
12n_730,{1;2;3;2;3;-1;-1;2;-3;2;1;-2;3},156,278,1692,28032
12n_731,{1;-3;-4;-2;3;-2;-1;-1;3;2;2;-4;-3;2},1384,1852,3432,56160
12n_732,{-1;2;3;-4;-1;-2;3;4;4;3;2;2;3;-4},740,836,3430,56212
12n_733,{1;-2;1;2;3;-2;3;-2;3;-2;3;4;-3;4},1066,1242,2932,59992
12n_734,{1;2;3;3;2;-1;2;2;2;-3;-1;2;1},316,468,1218,35014
12n_735,{1;-3;-2;-4;3;2;-3;2;3;4;4;3;3;2;1;-2},574,708,9752,269552
12n_736,{1;-4;-4;-3;2;-3;4;-3;-2;-2;1;4;-3;-2},1278,1504,3312,57392
12n_737,{1;2;3;-1;3;2;-1;2;-3;-1;2;1;-2},218,376,1536,31048
12n_738,{-1;-3;2;-1;2;3;3;2;2;1;1;2;2},394,488,1092,36944
