knot name,braid rep,min cell count from kht++,greedy matching cell count,lex matching cell count,total cell count of delooped complex,mgr acyclic
12n_421,{1;-2;-3;4;1;-2;-3;-3;4;-3;-2;4;3;3},970,1580,3156,58032,yes
12n_422,{1;-2;-3;-4;1;-2;3;3;-4;3;-2;-4;3;3},1712,2408,3156,58032,yes
12n_423,{-1;2;-3;4;-1;-2;-3;-3;4;-3;-2;4;3;3},894,1492,3156,58032,yes
12n_424,{1;-2;1;2;3;-2;3;-2;-2;3;-2;3;3},502,604,1026,39220,yes
12n_425,{-1;-2;3;-1;3;-2;1;-2;3;-1;-2;-1;-2},218,248,1536,31048,yes
12n_426,{1;2;3;1;3;2;-1;2;3;1;2;1;2},92,144,1536,31048,yes
12n_427,{1;1;-2;-3;1;2;2;3;1;3;-2;1;-2},372,590,1220,36242,yes
12n_428,{1;3;3;-2;3;3;-2;3;3;3;2;1;-2},320,384,784,54296,yes
12n_429,{-1;-4;-2;3;-2;1;-4;1;3;-2;-4;-3;-3;-2},1584,1848,3488,54620,yes
12n_430,{1;-2;3;3;-2;-1;-1;2;-3;-4;2;3;-4;-3},1096,1212,3456,53008,yes
12n_431,{-1;2;-3;-3;2;1;1;-2;3;-4;-2;3;-4;3},1760,2088,3456,53008,yes
12n_432,{1;2;-3;-4;-2;-2;-3;-1;-3;-4;-1;-2;-3;4},540,622,3192,56880,yes
12n_433,{1;-2;1;2;-3;-4;-2;-4;-3;2;-3;-4;-2;-3},340,380,3268,60728,yes
12n_434,{-1;-4;3;2;2;-4;-3;2;-3;-1;-3;2},848,880,1056,11504,yes
12n_435,{-1;-4;3;3;-2;-2;3;-2;-1;-4;3;2},678,710,1162,10710,yes
12n_436,{-1;2;3;-4;-1;-2;3;-2;-2;-3;-3;-4},596,668,1124,10928,yes
12n_437,{1;-2;1;2;3;3;-4;2;-4;2;-3;-3;-4;-3},418,488,2276,72336,yes
12n_438,{1;-2;3;3;2;2;2;-1;2;-3;-1;-2;1},474,478,1158,36214,yes
12n_439,{-1;-2;-3;1;-3;2;-1;2;-3;1;-2;-1;2},110,204,1536,31048,yes
12n_440,{1;1;-2;1;-3;-2;1;-2;-2;-2;3;3;-2},524,690,902,45438,yes
12n_441,{1;1;-2;-3;1;-2;1;2;2;3;3;2;2},310,374,986,42198,yes
12n_442,{1;-2;-3;1;2;-3;-4;-3;2;-3;2;4;4;4},446,1122,2562,71836,yes
12n_443,{-1;-2;-3;1;-3;2;-1;2;3;1;-2;-1;2},140,236,1536,31048,yes
12n_444,{1;-4;-3;4;-3;-2;1;3;1;-4;3;-2},344,472,1136,12128,yes
12n_445,{1;-2;3;1;-2;3;-4;3;-2;3;2;4;4;4},1352,1532,2562,71836,yes
12n_446,{1;-2;3;4;1;-2;4;-3;4;-3;4;4},804,846,944,13112,yes
12n_447,{1;-2;3;3;-2;1;-2;-2;-2;-3;1;-2;1},526,698,1218,35014,yes
12n_448,{-1;3;4;-2;3;-2;3;-2;4;-3;-3;2;-1;2},856,1668,3792,49712,yes
12n_449,{-1;2;3;-4;-1;3;-2;3;-4;3;-2;3},1268,1300,1468,9416,yes
12n_450,{1;-2;-3;4;1;1;2;-3;2;4;-3;4},1076,1132,1252,10712,yes
12n_451,{-1;2;-3;-1;2;-3;-2;3;-2;-3;2;-3;-2},136,156,1448,28320,yes
12n_452,{-1;2;3;1;3;-2;1;-2;-3;1;2;-1;2},212,408,1536,31048,yes
12n_453,{1;2;2;3;3;2;2;3;4;1;1;-2;-3;4},800,1062,2648,62660,yes
12n_454,{-1;-3;-3;-3;2;-3;-2;3;-2;3;-2;-1;2},264,324,960,43144,yes
12n_455,{-1;2;3;-1;2;2;2;2;3;3;-2;3;-2},362,618,770,48580,yes
12n_456,{-1;3;4;-3;2;2;2;4;3;-2;-1;-1;-2;-2},758,916,2104,80768,yes
12n_457,{-1;2;-1;-2;-3;-4;3;-4;-3;-2;-2;3;3;3},396,626,2224,77088,yes
12n_458,{1;-2;-3;4;1;-3;1;-2;-3;4;-3;4},596,752,1192,11192,yes
12n_459,{1;-2;3;4;1;1;-2;3;-2;4;3;4},476,476,1252,10712,yes
12n_460,{-1;2;3;-4;-1;3;-4;-2;3;2;-4;-3},562,652,1460,9232,yes
12n_461,{-1;2;3;-4;-1;-2;3;-4;3;-2;3;-4},1208,1276,1504,8896,yes
12n_462,{-1;2;3;4;-1;-2;-3;4;3;-2;3;-4},472,612,1504,8896,yes
12n_463,{-1;2;-3;-4;-1;2;3;-4;-3;2;-3;4},624,720,1504,8896,yes
12n_464,{1;-2;3;3;2;-1;2;-1;2;2;-3;-2;1},306,320,1470,29886,yes
12n_465,{-1;3;4;3;-2;3;3;-2;4;-3;-3;2;-1;2},472,1212,3264,58544,yes
12n_466,{1;-2;-2;-2;1;-2;-1;2;-1;-2;-2;-2},102,106,304,30076,yes
12n_467,{1;-2;-2;-2;-2;1;1;2;2;2;2;2},112,112,128,60188,yes
12n_468,{1;2;2;2;2;1;1;-2;-2;-2;-2;-2},84,114,128,60188,yes
12n_469,{-1;-2;1;-2;-2;-3;1;-3;-2;3;-2;-1;2},216,376,1368,31272,yes
12n_470,{1;-2;-2;-2;-2;3;3;2;2;2;1;-2;3},288,336,564,67872,yes
12n_471,{-1;2;2;2;2;3;3;-2;-2;-2;-1;2;3},360,400,564,67872,yes
12n_472,{1;2;2;2;2;1;1;2;2;2;2;2},74,100,128,60188,yes
12n_473,{1;2;2;2;2;3;3;2;2;2;1;-2;3},250,330,564,67872,yes
12n_474,{1;2;3;3;2;2;2;2;2;3;2;1;-2},108,152,576,65400,yes
12n_475,{1;2;3;3;-2;-2;-2;-2;-2;3;2;1;-2},120,176,576,65400,yes
12n_476,{-1;-2;3;3;2;2;2;2;2;3;-2;-1;2},296,318,576,65400,yes
12n_477,{-1;2;3;4;-3;4;2;2;3;2;3;1;1;2},348,568,3440,53632,yes
12n_478,{1;-2;1;2;-3;2;-3;-4;-4;-3;2;4;3;3},850,1048,2856,63224,yes
12n_479,{-1;2;-3;-4;2;3;-4;3;-2;3;1;4;1;2},1220,1680,4080,47568,yes
12n_480,{-1;2;3;-1;3;-4;-2;3;2;-4;2;-3},582,618,1096,11608,yes
12n_481,{-1;2;3;-1;3;-4;3;-2;3;2;-4;-3},458,500,1252,10520,yes
12n_482,{{1;-2;-3;1;-3;2;2;-1;-1;2;3;-2;1},278,552,1362,31798,yes
12n_483,{-1;2;3;3;-2;-2;1;1;-2;-3;2;-1;2},286,544,1404,30176,yes
12n_484,{1;1;-2;1;-3;-2;1;2;2;2;-3;-3;-2},374,414,902,45438,yes
12n_485,{1;-2;-3;-3;2;-1;2;-3;1;1;1;-2;1},402,506,1070,42262,yes
12n_486,{-1;-2;3;3;2;-1;2;1;-2;-2;3;-2;-1},254,418,1470,29886,yes
12n_487,{-1;-2;3;3;2;2;1;1;2;3;-2;-1;2},132,214,1404,30176,yes
12n_488,{1;-2;1;2;3;-2;3;2;-3;2;-3;-3;-3},190,292,900,44896,yes
12n_489,{-1;2;2;-3;1;-3;1;2;-3;4;2;-3;4;3},1232,1296,2704,64080,yes
12n_490,{1;-2;-3;-3;-2;1;1;2;-3;-4;3;-4;2;3},1092,1120,3648,51456,yes
12n_491,{1;-2;-3;-4;1;3;-4;-2;3;-2;-3;2;2;-3},698,1004,3372,53208,yes
12n_492,{-1;2;-1;-2;3;2;-1;-1;2;2;3;3;-2},358,476,1304,31856,yes
12n_493,{1;-3;-2;1;-2;3;3;-2;-2;1;1;-2;-2},724,896,1092,36944,yes
12n_494,{-1;2;3;-4;-1;2;3;2;-4;2;3;3},424,544,1072,12016,yes
12n_495,{1;-2;3;-4;-2;1;1;2;-3;-3;-3;-2;3;-4},1076,1358,2780,64204,yes
12n_496,{1;-2;3;4;1;2;-3;2;4;2;3;3},694,704,1072,12016,yes
12n_497,{1;-2;-3;2;-3;-2;4;1;1;-2;-3;2;-3;4},776,1040,3952,47520,yes
12n_498,{-1;2;-3;4;4;-3;2;1;1;2;-3;-4;2;-3},1336,1720,3940,48940,yes
12n_499,{-1;2;3;-4;-1;3;-4;-2;3;-2;-4;3},1244,1308,1460,9232,yes
12n_500,{1;-2;3;-1;3;-1;-1;-1;2;-3;2;-1;-2},220,236,744,57480,yes
12n_501,{-1;2;-3;-2;3;-2;-3;1;-3;-4;3;1;2;-4},512,578,2656,68432,yes
12n_502,{1;2;3;1;3;1;1;1;2;-3;2;1;2},90,192,744,57480,yes
12n_503,{-1;2;3;2;3;2;3;1;3;4;-3;1;2;4},316,408,2656,68432,yes
12n_504,{-1;2;3;-4;-1;-4;3;2;3;-4;3;-4},574,786,1258,10124,yes
12n_505,{-1;2;-3;-4;-1;-4;-3;2;-3;4;-3;4},714,936,1258,10124,yes
12n_506,{-1;2;3;-1;-2;3;-4;3;3;-2;3;-4},972,1008,1220,10968,yes
12n_507,{-1;2;3;-4;-1;-2;-4;3;-2;-4;3;-4},972,1056,1220,11288,yes
12n_508,{1;2;2;3;1;3;-2;-2;1;1;-2;-3;1},474,712,1116,37120,yes
12n_509,{-1;2;3;-1;3;-4;2;3;2;-4;2;3},448,498,1096,11608,yes
12n_510,{-1;2;-3;-1;-3;-4;-2;3;-2;-4;-2;-3},766,766,1096,11608,yes
12n_511,{-1;2;2;3;-1;3;-2;-2;1;-2;-1;2;-3},316,474,1300,31496,yes
12n_512,{-1;2;-1;-2;3;-2;1;-2;-2;-3;1;-3;-2},526,578,1446,30156,yes
12n_513,{-1;-3;2;-1;2;3;3;3;2;1;1;1;2},446,446,938,45908,yes
12n_514,{1;-2;-3;-3;-2;-2;-2;-1;2;3;-1;-2;1},186,406,1158,36214,yes
12n_515,{-1;3;4;-3;-2;4;3;-2;1;3;1;3;2;2},1022,1208,2584,72128,yes
12n_516,{-1;2;2;-3;4;1;1;2;-3;2;4;-3;4;3},1352,1480,3288,55344,yes
12n_517,{1;-2;3;1;-2;-2;3;3;-2;-2;-2;3;2},406,406,902,42580,yes
12n_518,{-1;2;2;3;1;3;2;2;2;3;1;2;2},312,352,946,42188,yes
12n_519,{-1;2;-1;-2;3;-2;3;2;-3;2;-3;-4;3;-4},740,770,2932,59992,yes
12n_520,{-1;-3;-4;-2;3;-2;-4;-3;-1;4;-3;2},560,636,1512,8912,yes
12n_521,{-1;2;3;-4;-1;3;-4;2;3;2;-4;3},644,692,1460,9232,yes
12n_522,{-1;2;-1;-2;-3;2;-3;-2;3;-2;-2;-2;3},234,328,992,40024,yes
12n_523,{1;-2;-3;-4;3;-4;2;2;-3;-2;3;-1;-1;-2},320,508,3440,53632,yes
12n_524,{-1;2;3;-1;-2;3;4;-5;3;3;2;-3;4;3;-5},1146,1844,7220,121984,yes
12n_525,{-1;2;-1;-2;-3;4;-5;2;3;3;-4;2;3;-4;-5},1512,1680,8232,96408,yes
12n_526,{1;1;2;2;-3;1;-2;1;-2;-2;3;3;2},216,348,1088,37104,yes
12n_527,{-1;2;3;3;2;1;1;2;-3;-4;2;3;-4;3},1080,1376,3456,53008,yes
12n_528,{-1;-1;2;-3;-3;-2;-2;-1;2;-1;-3;-2;-2},284,432,1104,37960,yes
12n_529,{-1;-2;3;-4;-2;-3;1;1;2;2;3;3;2;-4},768,1104,3200,55332,yes
12n_530,{-1;-2;3;-2;3;-2;4;1;1;-2;3;-2;3;4},2208,2456,3952,47520,yes
12n_531,{1;2;2;3;1;3;-2;-2;-2;1;-2;-2;-3},496,616,900,44736,yes
12n_532,{-1;2;3;4;-1;2;-3;2;-3;4;-3;2;-3;-3},1904,2572,3460,56360,yes
12n_533,{1;-2;1;2;3;3;-2;-2;3;-2;-2;3;3},486,582,898,41748,yes
12n_534,{-1;2;-1;2;-3;-2;1;-2;-1;3;-1;3;2},340,372,1346,33198,yes
12n_535,{-1;2;-3;-1;-3;4;2;4;3;-4;-2;-2;3;-4},1136,1362,2664,73352,yes
12n_536,{1;-2;-2;1;1;2;2;-3;-3;-2;1;-2;3},504,504,1164,33928,yes
12n_537,{-1;2;3;4;-1;2;-3;2;4;-3;2;4;-3;-3},1930,2510,3490,57540,yes
12n_538,{1;-2;1;2;3;3;-2;3;-2;3;-2;3;3},580,640,1052,37816,yes
12n_539,{1;2;2;3;1;3;-2;-2;1;-2;1;-2;-3},664,840,1300,31496,yes
12n_540,{-1;2;3;3;-2;1;-2;-3;-1;2;-1;2;2},402,474,1402,31846,yes
12n_541,{-1;2;3;3;-2;1;-2;-3;-1;-1;-1;2;-1},358,458,1070,42262,yes
12n_542,{-1;2;-3;4;-1;2;-3;-3;-4;3;-2;-3;-3;4},964,1102,3264,57904,yes
12n_543,{1;-2;-3;-3;-2;1;-2;3;-1;-1;-1;-2;1},258,444,1070,42262,yes
12n_544,{-1;2;2;-3;1;-3;1;-2;1;-2;3;2;2},396,444,1030,40812,yes
12n_545,{-1;3;4;4;-2;3;-2;1;1;3;-4;3;2;2},1316,1752,2920,62368,yes
12n_546,{-1;-1;-1;2;3;3;-2;1;-2;-3;-1;2;-1},310,362,1118,40702,yes
12n_547,{-1;2;3;-1;-2;-3;4;-3;-2;4;-3;4;3;-2},648,746,4200,46352,yes
12n_548,{1;-2;-3;-3;-2;1;2;2;2;-3;-2;1;-2},286,322,1152,38570,yes
12n_549,{1;-2;1;2;-3;2;2;3;1;3;-2;1;-2},546,586,1412,30490,yes
12n_550,{-1;-2;-3;-3;-2;1;1;-2;3;-4;3;-4;-2;3},1416,2272,3648,51456,yes
12n_551,{-1;2;3;-1;3;-4;3;2;3;-4;3;3;2;4},812,1136,3064,61384,yes
12n_552,{-1;2;-3;-1;-3;-4;2;3;2;-4;3;-4},564,614,1270,10358,yes
12n_553,{-1;-2;1;-2;3;-4;3;2;-1;2;-3;4;-3;-4},992,1048,4432,44976,yes
12n_554,{-1;-2;-2;3;-4;5;4;-3;2;-1;4;-2;-5;-2;3;2;-4},1708,2336,21884,614788,yes
12n_555,{1;-2;-3;-4;3;-4;-3;-2;-1;-1;2;2;3;-4;3;-2},1354,1840,10872,254416,yes
12n_556,{1;2;-1;2;3;-4;3;-2;1;-2;-3;4;-3;4},1132,1452,4432,44976,yes
12n_557,{-1;2;2;3;1;3;-4;1;2;2;3;-2;-4;3},1052,1284,2544,68116,yes
12n_558,{1;-2;1;2;3;4;4;3;2;2;-3;4;-3;-3;-3;-4},1048,1830,6264,393040,yes
12n_559,{1;1;-2;1;-3;-2;1;1;1;-2;3;3;-2},434,612,952,46650,yes
12n_560,{1;-2;3;3;-2;-2;1;1;-2;-3;-2;1;-2},500,728,1404,30176,yes
12n_561,{-1;3;-2;4;-3;4;3;-2;1;1;-2;3;3;-2},1272,1700,3592,52752,yes
12n_562,{-1;2;3;-1;3;-2;3;-4;-3;-3;2;2;3;-4},868,968,2768,65928,yes
12n_563,{-1;2;2;3;1;3;1;2;-3;-4;2;3;-4;-3},916,952,2704,64080,yes
12n_564,{-1;-2;-3;-3;-4;-2;1;1;-2;3;-2;-4;-4;3},1416,2012,3096,59904,yes
12n_565,{-1;-1;-1;2;-3;-3;2;-1;2;3;-1;2;-1},446,646,1118,40702,yes
12n_566,{1;-2;-1;4;-1;3;-2;-3;4;3;-2;-4;3;-2},650,728,3644,53072,yes
12n_567,{1;1;-2;-3;-2;-2;1;-2;1;-2;3;3;-2},434,870,1208,35162,yes
12n_568,{1;1;-2;-3;-2;1;-2;1;1;-2;3;3;-2},484,784,1262,33662,yes
12n_569,{-1;-1;-1;2;2;3;-1;3;-1;-2;1;-2;-3},348,444,824,49728,yes
12n_570,{-1;-2;-2;-2;-2;-2;-2;-1;-1;2;2;2},96,114,124,60620,yes
12n_571,{1;-2;-2;-2;-2;-2;-2;1;1;2;2;2},100,100,124,60620,yes
12n_572,{-1;2;-3;-1;-3;-2;3;-2;-2;1;-2;1;-2},738,782,1260,34074,yes
12n_573,{1;-2;1;2;2;-3;1;-3;-2;3;-2;1;-2},316,396,1368,31272,yes
12n_574,{1;2;2;2;2;2;2;1;1;2;2;2},78,92,124,60620,yes
12n_575,{1;2;3;3;2;2;2;3;2;2;2;1;-2},92,204,648,62472,yes
12n_576,{1;-2;3;1;3;3;2;2;2;3;3;3;2},348,378,642,54828,yes
12n_577,{1;-2;1;2;3;-2;3;2;2;2;-3;2;-3},338,444,968,41680,yes
12n_578,{-1;2;2;-3;1;-3;-2;-2;-2;3;1;2;2},348,460,946,42188,yes
12n_579,{-1;2;3;-1;3;-4;2;-3;2;-4;-3;-4},348,376,1270,10358,yes
12n_580,{-1;2;2;-3;1;-3;1;-2;3;-4;-2;3;-4;-3},868,1056,2704,64080,yes
12n_581,{1;2;3;4;-2;-3;4;3;2;1;1;2;2;2},264,456,2616,68576,yes
12n_582,{1;-2;1;2;3;4;-2;4;3;2;-3;-4;2;-3},310,496,3268,60728,yes
12n_583,{-1;2;-3;4;-1;-3;4;4;3;3;4;-2;3;-2},982,990,3062,56460,yes
12n_584,{1;-2;1;2;-3;4;-2;4;3;3;-2;-4;-3;4},648,760,3010,62564,yes
12n_585,{1;-2;1;2;3;4;2;4;3;2;3;-4;2;3},330,514,3268,60728,yes
12n_586,{-1;-4;3;2;2;-3;4;-3;2;4;-3;-1;-3;2},1768,1888,3592,51872,yes
12n_587,{1;-2;-3;-3;4;-2;-1;-1;2;-3;2;4;4;3},1292,1476,3096,59904,yes
12n_588,{1;-2;3;-1;3;2;-1;2;-3;-1;2;-1;-2},420,492,1536,31048,yes
12n_589,{1;2;2;-3;2;-1;2;3;3;3;2;1;-2},404,426,1222,35036,yes
12n_590,{-1;2;3;-1;3;3;3;3;2;-3;2;3;3},250,280,484,77864,yes
12n_591,{1;2;3;3;2;2;1;1;2;3;2;1;-2},86,190,1404,30176,yes
12n_592,{-1;2;-3;-1;-3;-3;-3;-3;-2;3;-2;3;3},396,416,484,77864,yes
12n_593,{1;-2;1;2;-3;4;2;4;3;3;2;-4;3;-4},1010,1030,3010,62564,yes
12n_594,{1;2;3;3;2;2;1;1;2;-3;2;1;-2},154,322,1404,30176,yes
12n_595,{-1;2;-1;-2;-3;4;-2;4;-3;2;-3;4;-2;-3},642,700,3268,60728,yes
12n_596,{1;-2;-3;1;-3;1;4;-2;-3;-2;4;-3;-3;-4},844,1024,2844,64088,yes
12n_597,{1;-2;3;-1;3;2;2;-1;2;-3;2;-1;-2},392,468,1464,30728,yes
12n_598,{-1;2;2;1;1;2;-3;4;-2;-3;-2;4;-3;4},800,852,3048,60704,yes
12n_599,{1;2;3;3;-2;1;-2;-2;-2;-3;1;2;1},212,336,1218,35014,yes
12n_600,{1;-2;3;1;3;2;2;3;4;-3;4;2;3;2},398,578,3214,56220,yes
12n_601,{1;2;3;3;-4;2;-1;-1;2;3;3;3;2;-4;-4;-3},1516,2512,6840,358752,yes
12n_602,{-1;2;3;-1;-2;3;3;-4;3;2;3;-4;3;-2},812,1312,3544,55592,yes
12n_603,{1;2;3;1;3;-2;1;-2;-3;1;2;1;2},140,256,1536,31048,yes
12n_604,{-1;2;2;-1;-1;2;-1;-1;-2;-2;-2;-2},214,214,246,33960,yes
12n_605,{-1;2;2;-3;1;-3;-2;-2;-2;-3;1;2;2},190,336,946,42188,yes
12n_606,{1;-2;-1;2;-1;-2;3;-2;1;-2;-3;-3;-2},228,284,1540,28448,yes
12n_607,{1;-3;-3;-3;-2;3;-2;-3;2;-3;2;1;-2},192,264,960,43144,yes
12n_608,{-1;2;-1;-2;-3;2;-3;-2;3;-2;3;4;-3;4},518,692,2932,59992,yes
12n_609,{1;-2;3;1;3;-2;3;2;2;-3;2;2;-3},678,688,1032,38184,yes
12n_610,{1;-2;3;1;3;-2;-2;3;2;-3;2;-3;-3},394,414,1014,38556,yes
12n_611,{-1;2;3;4;-1;-2;3;3;3;-2;-3;4;3;-2},546,684,2972,62344,yes
12n_612,{-1;2;-3;4;-1;2;4;3;-4;3;4;4},462,500,944,13112,yes
12n_613,{-1;-2;-3;-3;4;-2;1;1;2;-3;2;4;4;-3},1248,1596,3096,59904,yes
12n_614,{-1;3;3;4;2;-3;2;-3;-1;4;-3;2},1054,1118,1286,10462,yes
12n_615,{1;2;3;3;2;-1;-1;-2;3;-4;3;-4;-2;3},1296,1696,3648,51456,yes
12n_616,{-1;-4;3;-4;-2;3;-2;-4;3;-1;3;2},864,892,1312,10028,yes
12n_617,{-1;-4;3;-4;-2;3;-2;-4;-3;-1;-3;2},844,890,1312,10028,yes
12n_618,{-1;-4;3;-4;2;3;2;-4;3;-1;3;2},580,618,1312,10028,yes
12n_619,{-1;-4;-3;-4;2;-3;2;-4;-3;-1;-3;2},424,548,1312,10028,yes
12n_620,{-1;4;-3;4;2;-3;2;4;3;-1;3;2},904,904,1312,10028,yes
12n_621,{-1;-2;-3;-3;-4;-2;1;1;-2;3;-2;-4;3;-2},1620,2324,3564,53612,yes
12n_622,{1;-2;3;-4;-2;3;-1;-1;2;2;3;3;2;-4},960,1244,3200,55332,yes
12n_623,{-1;2;3;-4;-1;2;3;3;3;2;3;-4;3;-2},476,736,2972,62344,yes
12n_624,{-1;2;-1;-2;3;3;2;2;3;3;2;2;3},138,168,980,37128,yes
12n_625,{1;-2;1;2;-3;4;-2;4;-3;-2;-3;4;-2;-3},566,588,3268,60728,yes
12n_626,{-1;2;-3;-4;-1;-3;-2;-2;3;-2;3;-4;-3;-3},982,1072,2968,62776,yes
12n_627,{1;1;2;3;-1;2;-1;-2;-2;3;3;-2;-2},344,472,986,42198,yes
12n_628,{-1;2;3;-1;-2;3;-2;-4;3;-2;3;-4},1088,1192,1408,9258,yes
12n_629,{-1;2;-3;-1;2;-3;-2;-4;3;-2;3;-4},824,844,1408,9258,yes
12n_630,{-1;2;3;-1;-2;3;-2;4;3;-2;3;4},552,672,1408,9258,yes
12n_631,{-1;4;3;-2;3;4;2;-3;2;-1;-3;2},640,756,1488,8940,yes
12n_632,{-1;2;-3;-1;2;-3;2;-4;-3;2;-3;-4},740,792,1408,9258,yes
12n_633,{1;-2;-2;1;-2;1;-3;-2;1;-2;3;3;-2},584,898,1402,30030,yes
12n_634,{-1;2;3;-1;-2;3;-4;3;-2;3;3;-4},974,1022,1230,10830,yes
12n_635,{1;2;3;3;-4;2;-1;-1;-2;3;-2;-4;3;-2},1440,1860,3564,53612,yes
12n_636,{-1;2;-3;4;-1;3;3;4;2;-3;4;-3},486,608,1226,10452,yes
12n_637,{-1;2;3;-4;-1;3;3;2;-3;4;4;3;3;-4},1162,1434,2694,65876,yes
12n_638,{1;2;2;-3;1;1;2;2;3;3;2;1;-2},144,240,1208,33216,yes
12n_639,{1;2;3;3;-2;1;1;1;-2;-3;1;2;1},172,260,1174,39550,yes
12n_640,{-1;2;1;1;2;2;2;2;1;1;2;2},66,104,268,31188,yes
12n_641,{-1;3;3;-2;-2;-2;3;-2;-3;-3;-1;-3;2},436,438,672,57480,yes
12n_642,{1;-2;-3;4;-1;-3;-4;-2;1;-2;-1;-3;4;-3;-2;-4},846,1084,11608,253924,yes
12n_643,{-1;2;3;3;2;1;1;-2;3;4;-3;4;-2;3},820,1012,3648,51456,yes
12n_644,{1;-2;1;2;-3;2;1;3;1;3;2;2;2},260,292,924,45056,yes
12n_645,{-1;2;3;-1;-2;-3;-4;-3;2;-4;3;-4;3;-2},654,856,4200,46352,yes
12n_646,{1;-2;3;1;3;3;2;2;-3;2;-3;-3;-3},540,570,656,57536,yes
12n_647,{-1;2;2;1;1;2;2;1;1;2;2;2},58,88,308,26988,yes
12n_648,{-1;3;3;3;3;2;-3;2;3;3;-1;3;2},196,224,488,83736,yes
12n_649,{1;-2;1;-2;-3;2;1;1;2;2;3;3;-2},444,532,1304,31856,yes
12n_650,{1;-2;3;3;2;2;-1;-1;2;-3;-2;1;-2},434,448,1404,30176,yes
12n_651,{-1;2;-3;4;-1;2;3;3;3;2;4;-3;-2;4},1026,1284,2898,64196,yes
12n_652,{1;1;2;2;3;-1;2;-1;-2;-2;3;3;-2},416,540,1088,37104,yes
12n_653,{-1;2;3;-1;3;3;2;2;2;-3;2;3;3},372,442,694,53396,yes
12n_654,{1;-2;1;2;-3;4;2;4;3;2;3;-4;2;-3},436,546,3268,60728,yes
12n_655,{1;-3;2;2;3;3;2;2;3;3;2;1;-2},128,164,1064,35240,yes
12n_656,{-1;2;-1;-2;-3;-4;-2;-4;3;3;-2;-4;3;4},710,972,3010,62564,yes
12n_657,{1;-2;3;1;3;3;2;-3;2;-3;-3;-3;-3},370,410,514,76100,yes
12n_658,{1;-2;3;1;3;3;2;2;2;-3;2;-3;-3},606,626,694,53396,yes
12n_659,{-1;2;3;-1;3;3;2;-3;2;3;3;4;-3;4},656,762,1834,95588,yes
12n_660,{-1;2;-3;-3;-2;-2;-3;-1;-3;-2;3;-2;-2},324,380,1026,38852,yes
12n_661,{-1;2;3;-1;3;4;-2;-3;4;-3;2;2;3;4},484,862,3432,54136,yes
12n_662,{-1;2;-1;-2;-3;4;2;2;-3;-3;2;2;3;4},648,846,2536,69192,yes
12n_663,{-1;2;3;-4;-1;2;3;3;3;2;-4;3;-2;-4},606,926,2898,64196,yes
12n_664,{-1;2;3;-4;-1;3;-4;2;3;-4;3;-4},824,964,1348,9618,yes
12n_665,{-1;-4;3;-4;2;3;2;-4;3;-2;-1;-1;-2;-2},920,1142,3196,59360,yes
12n_666,{1;-2;1;-2;1;-2;1;2;2;2;2;2},184,184,224,38236,yes
12n_667,{1;-2;3;1;3;2;-3;2;2;1;-2;1;-2},480,642,1260,34074,yes
12n_668,{1;-2;3;1;3;2;2;2;1;-3;-2;1;-2},380,530,1188,35786,yes
12n_669,{1;-2;-3;1;2;3;4;-3;2;4;-3;4;-3;2},828,1550,4200,46352,yes
12n_670,{-1;-2;-2;-1;-1;-1;2;3;2;2;-1;3;3},144,376,836,44992,yes
12n_671,{1;-2;-2;1;1;1;2;3;2;2;1;3;3},228,336,836,44992,yes
12n_672,{1;-2;-2;3;-4;-3;1;1;2;-3;-3;-2;-4;-3;-3;2},1784,1960,7680,332576,yes
12n_673,{-1;-1;-1;-2;-2;-1;2;3;2;2;-1;3;3},108,200,740,52576,yes
12n_674,{1;1;1;-2;-2;1;1;2;2;2;2;2},124,124,140,55820,yes
12n_675,{1;1;1;2;2;1;1;-2;-2;-2;-2;-2},72,102,140,55820,yes
12n_676,{1;2;2;-3;-4;3;1;-4;-3;1;-2;-2;-3;2},460,720,2704,64080,yes
12n_677,{-1;2;-1;2;-3;2;1;1;1;3;1;3;2},438,438,774,53396,yes
12n_678,{1;-2;-3;1;-3;-2;3;-2;1;2;2;2;2},308,382,726,57246,yes
12n_679,{1;1;1;2;2;1;1;2;2;2;2;2},62,88,140,55820,yes
12n_680,{1;3;3;3;2;2;3;3;2;2;2;1;-2},176,256,584,63528,yes
12n_681,{-1;-1;-2;-2;-1;-1;2;3;2;2;-1;3;3},148,336,876,43456,yes
12n_682,{1;1;-2;-2;1;1;2;3;2;2;1;3;3},236,328,876,43456,yes
12n_683,{-1;-2;-2;-2;1;-2;-1;-1;-1;2;-1;2},186,220,332,26284,yes
12n_684,{-1;-2;-2;-2;-1;2;-1;-1;-1;2;-1;2},164,250,332,26284,yes
12n_685,{-1;3;-2;-2;-3;-3;-2;-2;3;3;-2;-1;2},276,428,1064,35240,yes
12n_686,{1;3;-2;3;-2;3;3;3;-2;3;2;1;-2},424,464,1056,39112,yes
12n_687,{-1;-4;3;-4;-2;-3;-3;4;-2;4;3;-2;-1;2},856,1016,3304,58112,yes
12n_688,{1;1;1;2;2;2;2;1;1;2;2;2},98,112,168,48188,yes
12n_689,{1;2;2;2;3;1;3;1;1;2;-3;2;1},310,390,806,50046,yes
12n_690,{1;2;2;-3;1;-3;1;-2;3;-4;-2;3;-4;-3},738,1056,2704,64080,yes
12n_691,{1;2;3;3;2;1;1;1;2;-3;2;2;1},240,448,1122,37364,yes
