knot name,braid rep,min cell count from kht++,greedy matching cell count,lex matching cell count,total cell count of delooped complex,mgr acyclic
11n_157,{-1;-1;-1;-2;1;3;-2;1;3;-2;3},316,344,404,8000,yes
11n_158,{-1;2;-1;2;3;2;-1;2;2;2;3},186,236,424,7312,yes
11n_159,{-1;-1;2;-3;2;-1;2;-3;-1;-2;-2},412,412,488,6322,yes
11n_160,{1;1;2;-3;2;-1;2;-3;2;-1;2},472,488,572,5624,yes
11n_161,{1;1;1;2;1;-3;-2;1;4;-3;2;-3;4;-3},540,732,2792,71576,yes
11n_162,{1;1;2;-1;2;1;3;-2;-1;3;2;4;-3;4},560,742,3244,59260,yes
11n_163,{1;1;2;-1;2;1;-3;2;-1;2;-3;2;-3},348,454,1424,31424,yes
11n_164,{1;1;1;-2;-1;3;-2;-1;3;2;2;3;3},168,242,890,48590,yes
11n_165,{-1;-1;-2;1;-3;2;4;-3;2;4;-3;4},676,760,1208,11156,yes
11n_166,{-1;-1;3;2;2;-1;2;3;2;-1;2},168,220,464,6482,yes
11n_167,{1;1;1;2;-1;2;-3;2;-1;2;-3},316,332,404,7480,yes
11n_168,{1;1;2;-1;3;-2;3;-4;3;-2;3;-4},676,724,1208,10956,yes
11n_169,{1;1;1;1;2;1;1;-3;2;-1;2;3;3},112,194,584,71874,yes
11n_170,{-1;-1;-2;1;-2;3;2;-1;-4;3;-2;-2;-4;3},684,924,3208,60052,yes
11n_171,{1;1;2;-1;2;3;2;2;-4;3;-2;3;4;4},444,706,2216,83490,yes
11n_172,{-1;-2;1;-2;-1;-3;2;-1;2;2;-3},200,256,532,5680,yes
11n_173,{-1;2;-1;3;2;2;-1;3;2;2;3},168,216,536,5600,yes
11n_174,{1;1;3;2;2;3;1;-2;3;1;-2},260,326,476,6618,yes
11n_175,{1;1;1;2;1;-3;-2;1;4;-3;2;4;-3;4},520,728,2792,70936,yes
11n_176,{-1;-1;2;-1;2;-1;-3;-2;1;-2;-3},250,250,512,6010,yes
11n_177,{-1;3;2;2;-1;2;3;-1;2;-1;2},262,360,534,5612,yes
11n_178,{1;-2;1;-2;3;-2;1;3;2;2;3},330,330,574,5310,yes
11n_179,{-1;-1;2;-1;-1;2;1;-3;2;-1;2;3;3},272,348,1052,42208,yes
11n_180,{1;1;1;1;2;-1;3;-2;1;1;3;2;2},158,258,614,69350,yes
11n_181,{1;1;2;1;1;-3;2;-1;2;3;3;4;-3;4},400,642,2112,88866,yes
11n_182,{1;1;-2;1;-2;1;-3;-2;1;-2;-3},260,280,512,6010,yes
11n_183,{1;-2;1;3;2;2;1;3;2;2;3},112,124,536,5600,yes
11n_184,{1;-2;1;3;-2;-2;1;3;2;2;3},296,296,536,5600,yes
11n_185,{1;-2;1;3;-2;1;3;2;2;2;3},320,320,464,6488,yes
12a_1,{-1;2;-1;2;3;3;-4;-4;3;3;-4;-2;-2;-3},1760,1920,2464,65920,yes
12a_2,{-1;2;-1;2;3;-4;3;3;3;-4;3;-2;-2;-3},1464,1584,2280,76512,yes
12a_3,{-1;2;-1;2;3;-4;-5;3;4;-5;4;3;-2;-2;-3},3112,3736,8208,94688,yes
12a_4,{-1;2;-1;2;-3;-3;2;2;-3;4;-3;4},960,960,960,12080,yes
12a_5,{-1;2;-1;2;3;3;4;-5;2;2;-3;4;-5},1512,1842,2276,21696,yes
12a_6,{-1;2;-1;2;-3;-3;4;2;2;-3;4;4},868,868,868,13648,yes
12a_7,{-1;2;-1;2;3;-4;3;-4;3;-2;-2;-3;-4;-4},1148,1520,3020,60224,yes
12a_8,{-1;2;-1;2;-3;4;2;2;-3;-3;-3;4},798,798,798,14884,yes
12a_9,{-1;2;-1;2;-3;-4;5;3;-4;2;5;2;-3},1272,1454,2656,20008,yes
12a_10,{-1;2;-1;2;3;4;4;5;3;-4;-2;5;-2;-3;5},2256,3144,5784,129760,yes
12a_11,{-1;2;-1;2;3;-4;-4;3;-4;-2;-4;-2;-4;-3},1272,1472,1896,97936,yes
12a_12,{-1;2;-1;-2;-3;-3;-2;-2;3;4;-5;-3;4;-5;4},2168,2600,6088,116064,yes
12a_13,{-1;2;-1;2;3;-4;3;3;-4;3;-4;-2;-2;-3},1992,2232,2904,60624,yes
12a_14,{-1;2;-1;2;3;-4;3;-4;3;-4;-2;-4;-2;-3},1928,2128,2776,65568,yes
12a_15,{-1;2;-1;2;3;-4;3;3;-4;3;-2;-2;-3;-4},1300,1380,3076,58208,yes
12a_16,{-1;2;-1;2;-3;4;-3;4;-3;2;2;-3},1184,1184,1184,10464,yes
12a_17,{-1;2;-1;2;-3;4;4;-3;4;2;2;-3},1056,1056,1056,12112,yes
12a_18,{-1;2;-1;2;3;3;3;-4;3;-4;3;-2;-2;-3},1528,1608,2216,77424,yes
12a_19,{-1;2;-1;2;3;-4;3;-4;-4;-4;3;-2;-2;-3},1544,1704,2392,70896,yes
12a_20,{-1;2;-1;2;3;3;3;-4;-4;3;-4;-2;-2;-3},1608,1728,2136,76192,yes
12a_21,{-1;2;-1;2;3;3;4;4;3;3;-4;2;2;-3},932,1448,2464,65920,yes
12a_22,{-1;2;-1;2;3;-4;-5;3;4;-5;-4;3;-2;-2;-3},2536,2872,8208,94688,yes
12a_23,{-1;-2;3;1;-2;-4;5;3;-4;3;1;-4;-2;-5;-4;3;2},4388,7120,31232,414920,yes
12a_24,{-1;2;-1;2;-3;4;2;2;-3;4;4;4},706,706,706,17668,yes
12a_25,{-1;2;-1;2;3;4;-5;-3;4;-5;4;3;-2;-2;-3},2768,3280,8208,94688,yes
12a_26,{-1;2;-1;2;3;-4;-4;-4;-4;3;-4;-2;-2;-3},1120,1320,1760,100528,yes
12a_27,{-1;2;-1;2;3;-4;-5;4;-5;-4;3;-4;-2;-2;-3},2360,2928,7616,107104,yes
12a_28,{-1;2;-1;2;3;-4;5;3;-4;2;5;2;-3},1640,1960,2656,20008,yes
12a_29,{-1;2;-1;2;-3;-4;-4;-3;2;2;-3;4;-3;-4},1228,1368,3168,57616,yes
12a_30,{-1;2;-1;2;3;-4;-4;3;3;3;-4;-2;-2;-3},1480,1680,2264,72544,yes
12a_31,{-1;2;-1;2;-3;4;5;2;2;-3;-4;5;4},1412,1412,2408,22072,yes
12a_32,{-1;2;-1;2;3;4;-5;-5;4;3;-4;-5;-2;-2;-3},1848,2808,7256,106800,yes
12a_33,{-1;2;-1;2;3;3;3;-4;-4;3;-2;-2;-3;-4},1016,1076,2280,72096,yes
12a_34,{-1;2;-1;2;3;3;3;3;3;3;2;2;-3},336,366,404,80384,yes
12a_35,{-1;2;-1;2;3;3;3;4;-3;4;3;2;2;-3},788,898,2216,77424,yes
12a_36,{-1;2;-1;2;3;4;4;3;3;3;4;2;2;-3},880,1386,2264,72544,yes
12a_37,{-1;2;-1;2;3;4;-3;4;4;4;3;2;2;-3},644,874,2392,70896,yes
12a_38,{-1;2;-1;2;3;4;5;-3;-4;5;4;3;2;2;-3},984,1340,8208,94688,yes
12a_39,{1;-2;-2;3;-4;1;1;-2;-2;3;-2;-4},928,928,928,13344,yes
12a_40,{1;-2;-2;-3;4;1;4;1;-3;2;2;3;4;-2},1120,1200,2576,67664,yes
12a_41,{-1;-1;-1;-2;-2;1;-2;3;-2;-2;-1;3;3},492,552,740,52576,yes
12a_42,{-1;2;-1;-2;-3;-3;4;4;-3;-3;4;-2;-2;3},1248,1368,2464,65920,yes
12a_43,{-1;4;4;2;-3;2;2;1;4;3;1;3;2;2},1474,1492,2024,86656,yes
12a_44,{1;2;2;-3;1;-3;4;-2;4;5;1;3;5;-4;5},2612,2808,5496,129344,yes
12a_45,{1;2;2;3;-4;1;-4;1;-2;-3;-3;-4;-4;-4},736,1076,1672,93072,yes
12a_46,{-1;5;4;4;3;-2;5;-2;5;-4;-3;-3;-2;-1;2},1440,2084,5728,119840,yes
12a_47,{1;-2;3;1;3;4;-2;4;5;3;5;-4;5},1660,1716,2100,23680,yes
12a_48,{1;-2;-2;3;-4;1;1;-2;3;-2;3;-4},1176,1176,1176,10400,yes
12a_49,{1;-2;-2;-3;-4;1;-4;1;-3;-2;-2;3;-4;3;-2;4},1664,2400,7696,334336,yes
12a_50,{1;2;2;3;-4;1;-4;1;-2;-4;-4;-3;-3;-4},624,788,1496,101232,yes
12a_51,{-1;-2;-3;-3;4;-2;4;5;3;5;-2;-1;-4;5;2},2264,2672,6288,119648,yes
12a_52,{1;2;2;3;1;3;1;1;1;1;-2;3;1},280,412,448,88376,yes
12a_53,{1;2;2;3;1;3;1;3;4;-3;-2;4;3;3},760,1092,1808,93984,yes
12a_54,{-1;2;-3;-4;-1;2;-3;-1;4;-3;5;4;4;5;5},1780,2736,6580,115920,yes
12a_55,{1;2;2;3;4;1;4;1;4;-3;-2;4;3;3},792,1164,1952,84240,yes
12a_56,{1;-2;1;2;3;4;4;5;3;-4;2;5;2;-3;5},1728,2422,5784,129760,yes
12a_57,{1;-2;-3;1;-3;-4;-2;-4;5;3;5;-4;5},1736,1776,2100,23680,yes
12a_58,{-1;4;-3;-3;2;-1;4;-1;4;-3;2;2},824,824,824,14112,yes
12a_59,{1;-2;1;-2;3;3;2;2;-3;4;-3;-3;4;4},1536,1596,2060,78176,yes
12a_60,{-1;-3;4;-3;-3;-2;4;-2;4;3;3;2;-1;2},1424,1564,2480,67376,yes
12a_61,{1;-2;-2;3;1;3;1;3;-4;-2;3;-4},772,772,772,15084,yes
12a_62,{-1;2;3;-4;-1;-4;5;3;5;2;-4;5;-3},1768,1824,2484,21208,yes
12a_63,{1;-3;4;-3;-3;2;4;2;4;3;3;-2;1;-2},1724,1876,2480,67376,yes
12a_64,{1;1;-2;-3;1;-3;4;2;4;5;2;3;5;-4;5},3224,3536,4504,156064,yes
12a_65,{1;2;2;3;-4;1;-4;1;-2;-4;-3;-3;-4;-4},760,1032,1704,91128,yes
12a_66,{1;-2;-2;3;4;1;1;2;-3;2;-3;4;-3;-3},1944,2088,2760,65040,yes
12a_67,{-1;-3;4;-3;-3;-3;-2;-2;4;3;3;2;-1;2},1088,1288,2176,78512,yes
12a_68,{-1;-4;5;-4;-3;5;4;2;-3;2;-1;-3;2},2496,2496,3136,17344,yes
12a_69,{-1;-3;-3;-3;-2;-2;3;-4;3;-4;3;2;-1;2},1584,1664,2368,74928,yes
12a_70,{-1;-3;-3;-3;-2;-2;-4;3;-4;-4;3;2;-1;2},1344,1364,2208,80864,yes
12a_71,{-1;4;-3;4;2;-3;2;2;2;-1;-3;2},992,992,992,12416,yes
12a_72,{-1;5;-3;-2;-4;3;2;5;2;-4;3;-1;-4;3;2},2880,3252,8592,94240,yes
12a_73,{-1;2;-1;2;3;-4;5;3;2;2;-3;4;-3;-4;5},2384,3240,8032,96952,yes
12a_74,{-1;2;3;-1;3;-4;-4;3;-2;-2;3;-4;-2;-3},2044,2168,2972,60008,yes
12a_75,{-1;-4;-3;4;-3;2;2;3;4;4;3;3;3;2;-1;2},1308,2140,6880,354480,yes
12a_76,{1;2;3;-4;-5;3;-4;-2;3;-4;5;4;4;3;2;1;-2},2472,3664,28032,459476,yes
12a_77,{1;-2;-2;1;1;-2;3;-4;-2;3;-4;3},1040,1040,1040,11376,yes
12a_78,{-1;-2;-2;1;-2;3;-2;-2;3;3;-2;-2;-1},736,736,1040,39440,yes
12a_79,{1;-2;-2;1;1;-2;3;-2;3;-4;3;-2;3;4},2392,2392,3048,57904,yes
12a_80,{1;2;2;1;1;-2;-3;4;2;-3;-3;-3;4;-3},896,1172,2024,82416,yes
12a_81,{1;2;-3;4;4;5;5;-4;-3;4;-2;5;1;-2;-3},2228,2644,8112,96256,yes
12a_82,{-1;2;2;1;1;2;3;3;4;2;-3;2;4;4},888,1032,2200,76640,yes
12a_83,{1;-2;3;4;1;4;5;3;5;-2;-4;5;3},1716,1896,2484,21208,yes
12a_84,{1;-2;-2;1;1;-2;3;-4;-2;-4;3;-4},904,904,904,13048,yes
12a_85,{-1;-2;-2;-2;-2;1;-2;3;-2;-2;-1;3;3},436,484,652,59800,yes
12a_86,{1;-2;-2;1;1;-2;3;-2;-3;-3;-4;3;-4;-3},840,840,2128,78976,yes
12a_87,{1;-2;-2;1;1;-2;3;-4;-2;3;-2;-4},1008,1008,1008,12308,yes
12a_88,{1;2;2;1;1;-2;-3;4;-3;2;-3;4;-3;4},1504,2026,3088,57232,yes
12a_89,{1;-2;-2;-3;4;-3;1;4;1;-2;-3;-3;-2;-4;3;-2},2912,3672,8792,294264,yes
12a_90,{1;3;4;4;2;-3;2;1;4;-3;1;-3;-2;-2},1380,1824,2500,71280,yes
12a_91,{1;2;2;1;1;-2;-3;4;-3;4;2;-3;4;4},1264,1706,2592,67824,yes
12a_92,{1;2;2;3;-4;1;-4;1;-2;-3;-3;-3;-3;-4},816,1032,1552,97056,yes
12a_93,{1;1;1;2;2;3;1;3;1;1;-2;3;1},400,476,568,75032,yes
12a_94,{1;2;2;3;1;3;1;3;-2;3;4;-3;4;3},664,808,1904,92384,yes
12a_95,{1;-2;3;4;-2;4;1;5;-2;5;3;-4;5},2048,2080,2384,22064,yes
12a_96,{1;2;2;3;4;-3;1;4;1;-2;3;3;3;3},504,810,1584,103488,yes
12a_97,{1;2;3;4;4;5;3;5;2;-4;5;-3;2;1;-2},1736,2552,7536,106240,yes
12a_98,{1;-2;-2;3;1;1;-2;3;-4;3;-4;3},1008,1008,1008,12032,yes
12a_99,{1;-2;-2;3;-4;1;1;-2;3;-4;-4;3},984,984,984,11848,yes
12a_100,{-1;2;2;-3;-4;-5;-3;4;2;1;-5;2;-3;4;-3;2;-4},3320,5500,27170,464476,yes
12a_101,{1;2;2;1;1;-2;-3;4;-3;2;-3;-3;4;-3},1264,1688,2592,69296,yes
12a_102,{1;2;2;3;1;3;-4;1;3;-2;3;4;4;3},1032,1252,2472,70880,yes
12a_103,{-1;2;-3;4;-1;4;5;3;5;2;-3;-4;5;2;-3},2780,3168,7268,107912,yes
12a_104,{1;-2;-2;-3;4;-1;4;-1;-3;-2;-2;3;4;-2},1384,1432,2576,67664,yes
12a_105,{1;2;2;1;1;-2;-3;4;2;4;-3;4;4;4},728,956,1616,104152,yes
12a_106,{1;-2;1;2;3;3;2;2;-3;-4;5;3;5;-4;5},1908,2292,5292,133120,yes
12a_107,{1;2;2;3;-4;3;1;3;1;-2;3;4;4;3},1112,1360,2488,70424,yes
12a_108,{1;2;2;1;1;-2;-3;4;2;-3;-3;4;-3;4},1128,1476,2544,65144,yes
12a_109,{-1;-2;3;4;-2;4;-1;5;2;5;-3;-3;-3;-4;5},2052,2764,4864,151664,yes
12a_110,{1;-2;3;4;1;-2;1;4;5;3;5;-4;5},1868,1924,2324,22544,yes
12a_111,{1;2;2;1;1;-2;-3;4;2;-3;4;-3;4;4},1072,1404,2408,70160,yes
12a_112,{1;-2;-2;3;-4;1;1;-2;3;-4;-4;-4},716,716,716,16212,yes
12a_113,{1;-2;-2;3;1;3;4;1;2;-3;2;4;-3;-2},1404,1452,2924,61628,yes
12a_114,{-1;2;3;4;-1;4;5;3;5;3;4;2;-3;-4;5},1966,2524,6880,109784,yes
12a_115,{1;2;2;1;1;-2;-3;4;-3;-3;2;-3;4;-3},1344,1808,2656,67616,yes
12a_116,{1;-2;-2;-3;1;1;2;3;-4;-2;-2;3;-2;-4},864,1088,2528,71204,yes
12a_117,{1;-2;-3;1;2;2;-3;4;2;4;5;3;5;-4;5},3588,4316,5892,124800,yes
12a_118,{-1;2;-3;-4;-1;2;-4;5;5;-4;-3;4;5},1340,1396,2464,20696,yes
12a_119,{1;-2;-2;3;1;3;4;1;2;-3;-2;4;4;3},896,1136,2536,68752,yes
12a_120,{1;2;2;1;1;-2;-3;4;-3;-3;4;2;-3;4},1400,1880,2792,61128,yes
12a_121,{-1;-2;3;-4;-2;-4;-1;5;2;5;3;-4;5},1244,1448,2384,22064,yes
12a_122,{1;-2;-2;3;-4;1;1;-2;-2;-2;3;-4},780,780,780,14652,yes
12a_123,{-1;2;-3;-1;-3;2;-3;4;-3;-3;-3;4},750,750,750,16804,yes
12a_124,{-1;2;-3;-1;-3;2;-3;4;5;-3;-4;5;-4},1896,2028,2424,22200,yes
12a_125,{-1;2;3;-1;3;4;-5;6;2;-3;-4;-4;-5;6},3168,3312,5280,40480,yes
12a_126,{-1;2;-3;-1;-3;4;2;4;-3;4;-3;4},1022,1022,1022,11876,yes
12a_127,{-1;2;3;-1;3;4;2;4;4;-5;-3;4;-5},1604,1632,1902,25900,yes
12a_128,{-1;2;3;-1;3;4;5;-6;2;-3;-4;5;4;-6},2600,3048,5864,38312,yes
12a_129,{-1;2;-3;-1;-3;4;2;4;4;-3;4;4},678,678,678,17844,yes
12a_130,{1;-2;1;2;-3;-3;4;-5;2;2;-3;4;-5},1604,1604,2276,21696,yes
12a_131,{-1;2;-1;2;-3;4;-3;-3;4;-3;4;-2;-2;3},2220,2220,2904,60624,yes
12a_132,{-1;2;-1;2;-3;4;-3;4;-3;4;-2;4;-2;3},2152,2152,2776,65568,yes
12a_133,{-1;2;-3;-1;-3;4;2;-3;4;-3;-3;4},1046,1046,1046,11636,yes
12a_134,{-1;3;-4;3;3;3;-2;-2;-4;-3;-3;2;-1;2},1464,1576,2176,78512,yes
12a_135,{-1;4;-5;4;3;-5;-4;3;-2;-2;-3;-3;2;-1;2},3360,3552,6496,111648,yes
12a_136,{-1;2;-3;-1;2;-3;2;4;-3;-3;-3;4},984,984,984,12400,yes
12a_137,{-1;4;-3;4;-3;-3;2;-3;2;-1;-3;2},976,976,976,13248,yes
12a_138,{-1;4;4;4;-3;4;2;-3;2;-1;-3;2},912,912,912,13760,yes
12a_139,{-1;-3;4;-3;4;4;2;-3;2;-1;-3;2},1232,1232,1232,10208,yes
12a_140,{-1;4;5;-4;-3;5;4;2;-3;2;-1;-3;2},1824,1824,3136,17344,yes
12a_141,{1;2;2;1;1;-2;-3;2;-3;-3;4;-3;4;-3},912,1184,2128,78976,yes
12a_142,{1;2;2;1;1;-2;-3;4;2;4;4;-3;4;-3},904,1188,2000,81864,yes
12a_143,{1;1;1;1;1;2;2;3;1;3;-2;3;1},296,316,464,81656,yes
12a_144,{1;2;2;3;1;1;-2;3;3;3;4;-3;4;3},552,704,1712,98768,yes
12a_145,{1;2;2;3;1;1;-2;3;4;4;4;-3;4;3},736,932,2048,78296,yes
12a_146,{1;-2;-2;1;1;-2;-2;-2;-2;-2;-2;-2},100,100,100,67820,yes
12a_147,{-1;-2;-2;3;3;-2;-2;-2;-2;-2;-1;2;3},404,412,512,71184,yes
12a_148,{-1;-1;-1;-2;-2;3;3;-2;-2;-2;-1;2;3},476,484,680,57240,yes
12a_149,{1;2;2;1;1;-2;-3;2;-3;4;-3;4;4;-3},1032,1344,2376,68392,yes
12a_150,{1;-2;-2;3;1;1;-2;-3;-4;-3;-4;-3;-2;3;-2;4},856,1048,9040,290304,yes
12a_151,{1;2;-3;4;4;5;5;-4;-3;4;2;5;1;-2;-3},1748,2140,8112,96256,yes
12a_152,{1;2;3;4;4;5;3;5;-4;5;3;2;1;-2;-3},1540,2340,7440,108240,yes
12a_153,{1;-2;-2;1;1;-2;-2;-2;-3;-4;2;3;-4;-3},840,840,1808,90240,yes
12a_154,{-1;-2;3;4;2;4;2;5;3;-1;5;2;-4;5;3},2652,2840,6628,119176,yes
12a_155,{-1;2;-3;2;5;-4;1;2;3;-4;-5;4;-3;4;-3;2;2},3356,6196,24696,501392,yes
12a_156,{1;1;2;-1;2;3;-2;-2;-4;3;2;5;4;4;3;5;5},2188,3024,12912,859116,yes
12a_157,{1;2;2;1;1;-2;-3;4;-3;4;2;-3;-3;-3},1024,1368,2096,79888,yes
12a_158,{1;2;2;1;1;-2;-3;4;2;4;4;4;-3;4},672,884,1480,109168,yes
12a_159,{1;2;-3;4;2;4;5;5;-4;-3;2;4;1;5;-2},2020,2260,7020,116924,yes
12a_160,{-1;-1;-1;-1;-1;-2;-2;3;3;-2;-1;2;3},260,268,528,69024,yes
12a_161,{1;-2;-2;1;1;-2;-3;2;-3;-3;-4;3;-4;-3},728,728,2128,78976,yes
12a_162,{-1;2;2;3;-2;-1;3;4;2;4;5;3;5;-4;5},2740,2808,6116,120464,yes
12a_163,{1;5;-4;5;3;5;4;-2;4;-3;1;-3;2;-3;2},3572,4328,5736,127896,yes
12a_164,{1;2;2;1;1;-2;-3;4;2;4;-3;-3;-3;4},872,1144,1944,79912,yes
12a_165,{1;-2;-3;4;1;4;5;5;-4;-3;4;-2;1;5;3},2152,2604,7444,106240,yes
12a_166,{1;2;2;1;1;-2;-3;-3;-3;4;2;4;-3;4},984,1328,1912,82648,yes
12a_167,{-1;-1;2;3;-1;-1;-1;-2;-2;3;3;-2;-1},478,546,830,50574,yes
12a_168,{-1;2;-1;-2;-3;4;4;-3;-3;-3;4;-2;-2;3},1080,1236,2264,72544,yes
12a_169,{-1;2;-1;-2;-3;-4;5;5;-4;-3;4;5;-2;-2;3},1440,2192,7256,106800,yes
12a_170,{-1;2;3;-1;3;4;2;-3;4;-5;4;-5;4},1888,1968,2440,21528,yes
12a_171,{-1;2;3;-1;3;4;-5;2;-3;4;-5;-5;4},1872,1944,2388,21304,yes
12a_172,{-1;2;-3;-1;-3;2;-3;-3;-3;4;-3;4},642,642,642,19204,yes
12a_173,{-1;2;-3;-1;-3;2;-3;4;-3;4;4;4},698,698,698,17476,yes
12a_174,{-1;2;-3;-1;-3;2;-3;4;4;-3;4;-3},962,962,962,12644,yes
12a_175,{-1;2;-3;4;-1;4;3;-4;5;-4;2;-4;-3;-5;-5},2344,2704,5568,132648,yes
12a_176,{-1;2;-3;-1;-3;2;-3;4;5;-3;-4;5;4},1396,1396,2424,22200,yes
12a_177,{-1;5;-4;3;-4;-5;4;-3;4;-3;2;-3;-1;-3;2},2960,3680,6816,120992,yes
12a_178,{-1;2;3;-1;3;4;-5;2;-3;4;-5;-5;-5},1364,1416,1738,29164,yes
12a_179,{-1;2;-3;-1;-3;4;2;-3;4;4;4;4},570,570,570,20244,yes
12a_180,{-1;2;-3;-1;-3;4;2;-3;4;5;-4;5;4},1220,1220,2440,21528,yes
12a_181,{-1;2;3;-1;-2;3;2;-4;5;-6;3;-4;5;-6},2916,3072,6696,33040,yes
12a_182,{-1;2;-1;2;-3;4;4;-3;-3;-3;4;-2;-2;3},1684,1684,2264,72544,yes
12a_183,{-1;2;3;-1;3;4;-5;2;-3;4;-5;-6;5;-6},3076,3192,5506,39412,yes
12a_184,{-1;2;-3;-1;2;2;-3;2;-3;4;-3;4},1078,1078,1078,11348,yes
12a_185,{-1;2;-3;-1;2;2;-3;4;2;-3;4;4},1006,1006,1006,12388,yes
12a_186,{-1;-4;3;-4;3;-2;-2;-3;-3;-3;-3;2;-1;2},1332,1372,1760,90960,yes
12a_187,{-1;2;3;-4;-1;3;-4;-2;3;-2;-4;-5;4;-3;-5},4180,4600,8700,95056,yes
12a_188,{-1;2;-1;2;-3;-3;-2;-2;3;-4;3;3;3;-4},1410,1470,1896,86000,yes
12a_189,{-1;-4;3;-4;3;3;3;-2;-2;-3;-3;2;-1;2},1156,1196,1744,93456,yes
12a_190,{-1;-4;-4;-4;3;-4;3;-2;-2;-3;-3;2;-1;2},1236,1308,1872,88080,yes
12a_191,{-1;3;-4;3;-4;-4;3;-2;-2;-3;-3;2;-1;2},1700,1804,2576,64176,yes
12a_192,{-1;-4;-5;4;3;-5;-4;3;-2;-2;-3;-3;2;-1;2},2472,2616,6496,111648,yes
12a_193,{-1;2;-3;4;-1;2;-3;-3;-3;-3;-3;4},528,528,528,20760,yes
12a_194,{-1;2;3;-1;-2;3;2;-4;3;-4;-4;-5;4;-5;-4},1296,1380,6264,123296,yes
12a_195,{-1;2;3;-1;-2;3;2;-4;-4;-4;3;-4;-4;-4},804,828,1644,108496,yes
12a_196,{-1;2;-3;-4;5;-1;3;-4;2;-4;-4;5;-3},1320,1324,2316,21976,yes
12a_197,{-1;2;-3;4;-5;6;-1;2;-3;-5;6;-4;5;-4},4884,4884,6956,32280,yes
12a_198,{-1;-4;-3;-5;4;-5;4;2;-3;4;2;-1;4;-3;2},6592,7136,8320,101152,yes
12a_199,{-1;2;-1;2;-3;4;-3;2;2;3;4;4;-3;4;4;3},2052,2972,7360,344160,yes
12a_200,{-1;-3;-4;-2;3;-2;-2;-2;3;-4;3;-1;3;2},1544,1628,2640,67984,yes
12a_201,{-1;2;3;-1;3;4;-5;-4;3;-2;3;-2;-4;-3;-5},2678,2902,8694,93524,yes
12a_202,{-1;2;-1;2;3;3;-4;-2;3;-2;3;-2;-4;-3},1984,2264,3424,53408,yes
12a_203,{-1;2;-3;4;-1;-3;-3;-3;4;2;-3;2},988,988,988,12744,yes
12a_204,{-1;2;-3;4;5;-1;-3;-4;5;-4;2;-3;2},2108,2316,3308,16824,yes
12a_205,{-1;2;-1;2;2;2;3;3;3;3;2;2;-3},396,426,504,69560,yes
12a_206,{1;-2;1;2;3;3;3;-4;3;-4;3;2;2;-3},1184,1256,2216,77424,yes
12a_207,{-1;2;-3;-1;2;-3;-4;-3;2;2;2;-3;2;4},1002,1234,2710,68572,yes
12a_208,{-1;2;3;-4;-1;3;-4;-5;-4;3;-4;-2;5;3;2},2188,2964,9340,87648,yes
12a_209,{-1;2;-3;-1;2;-3;4;-3;2;-3;2;4},1378,1378,1378,9580,yes
12a_210,{-1;2;2;3;1;3;4;1;4;3;3;-4;-2;-2;-3;2},1920,2496,5664,409392,yes
12a_211,{-1;2;2;-1;-1;-1;2;-3;2;2;-1;3;3},652,652,836,44992,yes
12a_212,{-1;2;-1;-2;3;3;4;-2;4;-2;3;3;-4;3},1116,1308,2276,72336,yes
12a_213,{-1;4;4;2;-3;2;4;-3;-1;4;-3;2},1176,1176,1176,11456,yes
12a_214,{-1;2;-3;4;-1;-3;-3;4;2;-3;2;4},1212,1212,1212,10736,yes
12a_215,{-1;2;-1;2;3;-4;3;-4;3;-2;-2;-2;-2;-3},1424,1664,2032,82320,yes
12a_216,{-1;2;-1;2;-3;4;2;2;2;2;-3;4},620,620,620,19480,yes
12a_217,{-1;2;-1;2;-3;-4;-2;-4;3;3;-2;3;-4;3},1760,1900,2966,62148,yes
12a_218,{-1;2;-1;2;-3;-4;5;2;3;-2;3;2;-4;3;5},1842,2408,8136,99768,yes
12a_219,{-1;2;-1;2;3;-4;-4;3;-4;-2;-2;-2;-2;-3},1128,1488,1752,100960,yes
12a_220,{-1;2;-3;4;-1;-3;4;2;2;2;-3;2},956,956,956,13320,yes
12a_221,{1;-2;3;4;-5;1;-3;4;-5;4;-2;3;-2},1908,1932,3308,16824,yes
12a_222,{-1;2;-3;4;-3;2;-3;2;-1;4;-3;2},1616,1616,1616,8432,yes
12a_223,{-1;2;-3;-4;-5;-1;-2;3;-4;3;-4;5;-4;3;-2;3;4},5776,9888,31240,401280,yes
12a_224,{-1;2;-3;2;4;-3;2;2;-1;4;-3;2},1320,1320,1320,10496,yes
12a_225,{-1;2;-1;2;-3;-4;-2;-4;3;-2;3;-4;-2;3},2070,2150,3268,60728,yes
12a_226,{-1;2;2;1;1;2;2;2;3;-4;-2;3;-4;3},928,1032,1808,90240,yes
12a_227,{-1;2;3;4;4;3;-2;3;-4;3;3;2;-1;2},1156,1704,3496,53840,yes
12a_228,{-1;2;-3;4;-3;-3;2;-3;-1;4;-3;2},1320,1320,1320,10496,yes
12a_229,{-1;2;3;-4;-1;3;-4;-5;-4;3;-4;2;5;-3;2},2452,3736,9340,87648,yes
12a_230,{-1;2;-3;4;-5;-1;-3;4;-5;-4;2;-3;2;-4;-4},3428,3774,7512,113816,yes
12a_231,{-1;2;-1;2;2;2;3;4;4;3;2;2;-3;4;-3;-4},1128,1546,5508,465232,yes
